"","Molecular.Formula","Theor_mz","DBE","HC","OC","NC","C","H","N","O","S","AI","AImod","NOSC","Count","Compound.category","Class","D1","D2","D3","D4","D5","D6","D7","D8","D9","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","F9","G1","G2","G3","G4","G5","G6","G7","G8","G9","H1","H2","H3","H4","H5","H6","H7","H8","H9","I1","I2","I3"
"17","C10H13O8N1S0",274.05684,5,1.3,0.8,0.1,10,13,1,8,0,0,0,0.6,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","C10H13O9N1S0",290.051754,5,1.3,0.9,0.1,10,13,1,9,0,0,0,0.8,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","C10H14O4N0S0",197.081932,4,1.4,0.4,0,10,14,0,4,0,0,0.25,-0.6,15,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.416356214774808,0.383808923893662,0.388605118792013,0,0,0.3754608485587,0.404775126055395,0.390590624015312,0,0.446566299324396,0,0.441549088600907,0,0,0,0,0,0,0,0.462013744911264,0.378510935397684,0.403512136092367,0.43165708246436,0,0.37598910276143,0,0.533206560694748,0,0.394369354872719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","C10H14O8N0S0",261.061591,4,1.4,0.8,0,10,14,0,8,0,0,0,0.2,42,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0.322332719780319,0,0.339458307568819,0.376265919121809,0,0.330721508907187,0,0,0.307748447820009,0,0.371392149427931,0.366272515548782,0,0,0,0,0,0,0,0.365499363875715,0.346612076171999,0,0.384009640592875,0,0,0,0.354577761430756,0,0.331611701255023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33631337845404,0,0
"24","C10H14O9N0S0",277.056505,4,1.4,0.9,0,10,14,0,9,0,0,0,0.4,8,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","C10H15O6N1S0",244.082661,4,1.5,0.6,0.1,10,15,1,6,0,0,0,0,1,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","C10H15O7N1S0",260.077575,4,1.5,0.7,0.1,10,15,1,7,0,0,0,0.2,2,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","C10H15O8N1S0",276.07249,4,1.5,0.8,0.1,10,15,1,8,0,0,0,0.4,2,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","C10H16O4N0S0",199.097582,3,1.6,0.4,0,10,16,0,4,0,0,0.125,-0.8,6,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","C10H16O5N0S0",215.092497,3,1.6,0.5,0,10,16,0,5,0,0,0.0666666666666667,-0.6,27,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","C10H16O7N0S0",247.082326,3,1.6,0.7,0,10,16,0,7,0,0,0,-0.2,24,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","C10H16O8N0S0",263.077241,3,1.6,0.8,0,10,16,0,8,0,0,0,0,14,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399438769821628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","C10H16O9N0S0",279.072156,3,1.6,0.9,0,10,16,0,9,0,0,0,0.2,1,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","C10H18O4N0S0",201.113233,2,1.8,0.4,0,10,18,0,4,0,0,0,-1,4,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","C10H18O5N0S0",217.108147,2,1.8,0.5,0,10,18,0,5,0,0,0,-0.8,5,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","C10H18O6N0S0",233.103062,2,1.8,0.6,0,10,18,0,6,0,0,0,-0.6,1,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","C10H6O5N0S0",205.014247,8,0.6,0.5,0,10,6,0,5,0,0.6,0.733333333333333,0.4,7,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","C10H6O6N0S0",221.009161,8,0.6,0.6,0,10,6,0,6,0,0.5,0.714285714285714,0.6,3,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","C10H6O7N0S0",237.004076,8,0.6,0.7,0,10,6,0,7,0,0.333333333333333,0.692307692307692,0.8,1,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","C10H6O8N0S0",252.998991,8,0.6,0.8,0,10,6,0,8,0,0,0.666666666666667,1,6,"Condensed_aromatics","CHO",0,0,0.369590803697329,0,0,0.482195826873386,0,0,0,0,0,0,0.35080887472093,0,0,0,0,0,0,0,0,0,0,0,0,0.732295934606829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","C10H8O4N0S0",191.034982,7,0.8,0.4,0,10,8,0,4,0,0.5,0.625,0,7,"Polyphenolic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","C10H8O5N0S0",207.029897,7,0.8,0.5,0,10,8,0,5,0,0.4,0.6,0.2,15,"Polyphenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","C10H8O6N0S0",223.024811,7,0.8,0.6,0,10,8,0,6,0,0.25,0.571428571428571,0.4,22,"Polyphenolic_HighOC","CHO",0,0,0,0,0.303183294590003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","C10H8O7N0S0",239.019726,7,0.8,0.7,0,10,8,0,7,0,0,0.538461538461538,0.6,4,"Polyphenolic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","C10H9O7N1S0",254.030625,7,0.9,0.7,0.1,10,9,1,7,0,0,0.454545454545455,0.8,2,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","C11H10O4N0S0",205.050632,7,0.909090909091,0.363636363636,0,11,10,0,4,0,0.428571428571429,0.555555555555556,-0.181818181818182,16,"Polyphenolic_LowOC","CHO",0,0.491454419852256,0.411185414490618,0.368847435716407,0,0,0,0.425123857244279,0.481990756537521,0,0.407979364493916,0.510451337873129,0.424418427004873,0,0.413278861091111,0,0,0,0,0,0.430425850206759,0.480345675667518,0.422906063206373,0.350070871069538,0,0.422759169148112,0,0.438853511111881,0,0.359307496802214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","C11H10O7N0S0",253.035376,7,0.909090909091,0.636363636364,0,11,10,0,7,0,0,0.466666666666667,0.363636363636364,45,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0.334984229943524,0.334204712290284,0.335358306841161,0,0,0.332619004255965,0.351586947202577,0.32638535896716,0,0.317195883372277,0.52365655807506,0,0.365018121739537,0.325030963552121,0.454085650720401,0.390696138123676,0.35667403564791,0.408168540946305,0,0,0.350193764742503,0.33412130477732,0.316968348381583,0.37354218527591,0.323217360162771,0.312208922835682,0.348377377896518,0.316419984401351,0.309553357219512,0.32172298807284,0,0,0,0.348380864085526,0,0,0,0,0,0,0.345890158318713,0,0,0.334582087157104,0
"51","C11H10O9N0S0",285.025205,7,0.909090909091,0.818181818182,0,11,10,0,9,0,0,0.384615384615385,0.727272727272727,23,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0,0,0.332596502703562,0,0,0,0,0,0,0,0,0,0,0,0.333999989720597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","C11H11O6N1S0",252.051361,7,1,0.545454545455,0.0909090909090909,11,11,1,6,0,0,0.428571428571429,0.363636363636364,4,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.346616839116445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370943252235568,0,0.358112313930271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","C11H11O7N1S0",268.046275,7,1,0.636363636364,0.0909090909090909,11,11,1,7,0,0,0.384615384615385,0.545454545454545,13,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339499220962346,0,0,0.337460305847273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","C11H11O8N1S0",284.04119,7,1,0.727272727273,0.0909090909090909,11,11,1,8,0,0,0.333333333333333,0.727272727272727,19,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","C11H11O9N1S0",300.036104,7,1,0.818181818182,0.0909090909090909,11,11,1,9,0,0,0.272727272727273,0.909090909090909,1,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","C11H12O10N0S0",303.03577,6,1.09090909091,0.909090909091,0,11,12,0,10,0,0,0.166666666666667,0.727272727272727,21,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","C11H12O4N0S0",207.066282,6,1.09090909091,0.363636363636,0,11,12,0,4,0,0.285714285714286,0.444444444444444,-0.363636363636363,17,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.610314375349155,0.575900071487186,0.652302521260118,0,0,0.516179085584963,0.642000147230134,0.683406123812673,0,0.617894252480374,0.672484632578943,0.638073374754965,0,0.595735961458773,0,0,0,0,0,0.863250833374557,0.716058316181663,0.663355272847023,0.66355665521017,0,0.685940408150262,0,0.737677901142622,0,0.54565296872154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","C11H13O6N1S0",254.067011,6,1.18181818182,0.545454545455,0.0909090909090909,11,13,1,6,0,0,0.285714285714286,0.181818181818182,4,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.482272569151837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481594960409724,0,0.461349606735021,0,0.516282671608262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","C11H13O7N1S0",270.061925,6,1.18181818182,0.636363636364,0.0909090909090909,11,13,1,7,0,0,0.230769230769231,0.363636363636364,13,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0.556107946177458,0,0,0,0.475123663519077,0,0.365900680647106,0.476859889955339,0,0,0.528764171449981,0,0,0,0.551529311430586,0,0.491910219111042,0,0,0.369671630854465,0.499157014010054,0.507630510820285,0.564886392476607,0.48075082012732,0,0,0.401274862070843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","C11H13O9N1S0",302.051754,6,1.18181818182,0.818181818182,0.0909090909090909,11,13,1,9,0,0,0.0909090909090909,0.727272727272727,2,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","C11H14O10N0S0",305.05142,5,1.27272727273,0.909090909091,0,11,14,0,10,0,0,0,0.545454545454545,25,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401667190967899,0.372673722409083,0,0,0.351317979325871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","C11H14O4N0S0",209.081932,5,1.27272727273,0.363636363636,0,11,14,0,4,0,0.142857142857143,0.333333333333333,-0.545454545454546,17,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.787850268263928,0.843813694720323,0.756149768177148,0,0,0.702495029311191,0.829231999429493,0.709585554347735,0,0.802320346705349,0.805379773384673,0.792658818680704,0,0.632915746529276,0,0,0,0,0,0.868746895522305,0.886922673722152,0.815838898634336,0.881314356643372,0,0.769951776006957,0,0.998550882321008,0,0.674566323726038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74","C11H15O10N1S0",320.062319,5,1.36363636364,0.909090909091,0.0909090909090909,11,15,1,10,0,0,0,0.727272727272727,1,"Sugars_w_X","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75","C11H15O11N1S0",336.057234,5,1.36363636364,1,0.0909090909090909,11,15,1,11,0,0,0,0.909090909090909,1,"Sugars_w_X","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76","C11H15O6N1S0",256.082661,5,1.36363636364,0.545454545455,0.0909090909090909,11,15,1,6,0,0,0.142857142857143,0,4,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0.317119103661567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369817642582072,0,0.4769196168287,0,0.355130559679872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77","C11H15O7N1S0",272.077575,5,1.36363636364,0.636363636364,0.0909090909090909,11,15,1,7,0,0,0.0769230769230769,0.181818181818182,13,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0.379787493686059,0,0,0,0.448353247785122,0,0.428807017198983,0.505999513385835,0,0,0.407983295203161,0,0,0,0.431336651450855,0,0.403569415156474,0,0,0.411660788315409,0.405990351866613,0.427194673405739,0.397216988926515,0.441029610319587,0,0,0.555205763216297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78","C11H15O8N1S0",288.07249,5,1.36363636364,0.727272727273,0.0909090909090909,11,15,1,8,0,0,0,0.363636363636364,29,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0.316574793110245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","C11H15O9N1S0",304.067405,5,1.36363636364,0.818181818182,0.0909090909090909,11,15,1,9,0,0,0,0.545454545454545,11,"Highly_Unsaturated_and_Phenolic_HighOC","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","C11H16O10N0S0",307.06707,4,1.45454545455,0.909090909091,0,11,16,0,10,0,0,0,0.363636363636364,4,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","C11H16O11N0S0",323.061985,4,1.45454545455,1,0,11,16,0,11,0,0,0,0.545454545454545,2,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","C11H16O4N0S0",211.097582,4,1.45454545455,0.363636363636,0,11,16,0,4,0,0,0.222222222222222,-0.727272727272728,16,"Highly_Unsaturated_and_Phenolic_LowOC","CHO",0,0.537626153003525,0.60806208630874,0.596029575219216,0,0,0,0.600502571848992,0.539231738416714,0,0.634031354055974,0.62143253784394,0.585096496133131,0,0.576236548269768,0,0,0,0,0,0.709643019581511,0.627413133315353,0.593455456092474,0.636323122837124,0,0.523608988404205,0,0.751802914564927,0,0.565278778334765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","C11H16O9N0S0",291.072156,4,1.45454545455,0.818181818182,0,11,16,0,9,0,0,0,0.181818181818182,42,"Highly_Unsaturated_and_Phenolic_HighOC","CHO",0,0.32099910599169,0,0,0.359384747517435,0,0.312035953216991,0,0,0.347358326357998,0.351830237377967,0,0,0,0,0.310585239425775,0,0.404502963917282,0,0.338539289810244,0.39216275619938,0,0.311977879428906,0.361384892721135,0.307883990025297,0,0.314182471638807,0.336709328678494,0,0,0,0,0,0,0,0.308914204756564,0,0,0,0,0,0,0,0,0,0,0,0.313939307516686
"88","C11H17O10N1S0",322.077969,4,1.54545454545,0.909090909091,0.0909090909090909,11,17,1,10,0,0,0,0.545454545454545,1,"Sugars_w_X","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","C11H17O6N1S0",258.098311,4,1.54545454545,0.545454545455,0.0909090909090909,11,17,1,6,0,0,0,-0.181818181818182,1,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90","C11H17O7N1S0",274.093225,4,1.54545454545,0.636363636364,0.0909090909090909,11,17,1,7,0,0,0,0,8,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","C11H17O8N1S0",290.08814,4,1.54545454545,0.727272727273,0.0909090909090909,11,17,1,8,0,0,0,0.181818181818182,18,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","C11H17O9N1S0",306.083055,4,1.54545454545,0.818181818182,0.0909090909090909,11,17,1,9,0,0,0,0.363636363636364,2,"Peptide_like","CHON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325196837536542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","C11H18O10N0S0",309.08272,3,1.63636363636,0.909090909091,0,11,18,0,10,0,0,0,0.181818181818182,2,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94","C11H18O10N0S1",341.054791,3,1.63636363636,0.909090909091,0,11,18,0,10,1,0,0,0.363636363636364,1,"Sugars_w_X","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","C11H18O11N0S0",325.077635,3,1.63636363636,1,0,11,18,0,11,0,0,0,0.363636363636364,1,"Sugars_wo_X","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","C11H18O4N0S0",213.113233,3,1.63636363636,0.363636363636,0,11,18,0,4,0,0,0.111111111111111,-0.909090909090909,18,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316560935001949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","C11H18O5N0S0",229.108147,3,1.63636363636,0.454545454545,0,11,18,0,5,0,0,0.0588235294117647,-0.727272727272728,29,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0.319208640682996,0,0,0,0,0,0,0,0,0,0,0.341724665343592,0,0,0,0,0,0.323976872778054,0,0.364674862327649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","C11H18O6N0S0",245.103062,3,1.63636363636,0.545454545455,0,11,18,0,6,0,0,0,-0.545454545454546,43,"Aliphatic_HighOC","CHO",0,0,0.365202490706994,0.356277311508704,0,0.341266078834559,0.391172147848525,0.35615665488326,0.381385336071372,0.373889735147825,0.367526426509635,0.314493259567629,0.32511542358382,0.662191391984058,0.470155014929098,0,0,0.375372902496401,0,0.32367727133118,0.414951287271975,0,0.371336502531106,0.463568870018114,0.367116346049048,0.347405525143716,0,0.365809619654157,0,0,0,0,0,0,0,0.340597966418755,0.373678304407588,0,0,0,0,0,0,0,0,0,0.31807022076891,0
"100","C11H18O8N0S0",277.092891,3,1.63636363636,0.727272727273,0,11,18,0,8,0,0,0,-0.181818181818182,7,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","C11H18O9N0S0",293.087806,3,1.63636363636,0.818181818182,0,11,18,0,9,0,0,0,0,3,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","C11H20O10N0S1",343.070441,2,1.81818181818,0.909090909091,0,11,20,0,10,1,0,0,0.181818181818182,1,"Sugars_w_X","CHOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367027530665049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","C11H20O4N0S0",215.128883,2,1.81818181818,0.363636363636,0,11,20,0,4,0,0,0,-1.09090909090909,5,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34709372931859,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","C11H20O5N0S0",231.123797,2,1.81818181818,0.454545454545,0,11,20,0,5,0,0,0,-0.909090909090909,2,"Aliphatic_LowOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","C11H20O6N0S0",247.118712,2,1.81818181818,0.545454545455,0,11,20,0,6,0,0,0,-0.727272727272728,12,"Aliphatic_HighOC","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354251516127071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402120640173732,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","C11H6O5N0S0",217.014247,9,0.545454545455,0.454545454545,0,11,6,0,5,0,0.666666666666667,0.764705882352941,0.363636363636364,1,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","C11H6O6N0S0",233.009161,9,0.545454545455,0.545454545455,0,11,6,0,6,0,0.6,0.75,0.545454545454545,5,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","C11H6O7N0S0",249.004076,9,0.545454545455,0.636363636364,0,11,6,0,7,0,0.5,0.733333333333333,0.727272727272727,6,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","C11H8O4N0S0",203.034982,8,0.727272727273,0.363636363636,0,11,8,0,4,0,0.571428571428571,0.666666666666667,0,12,"Condensed_aromatics","CHO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
