"","Epi","Meso","Bathy"
"1",0,0.00340871904056276,0.00218834911844333
"2",0.00874641382247742,0.00187099098336466,0.0135609085821233
"3",0.0108678085756802,0.000487768144898246,0.00583213004631557
"4",0.00900988374545545,0,0.00375178903800661
