"","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Chesapeake.Delaware_Bay_NA",1106.08889734516,413.123199070623,1520.63003993192,689.31012685873,836.796889257094,1807.6328251304,1171.17196299511,1185.40142787974,741.926275845542,37.7863677995112,59.5547552992372,323.809924954016,404.903728696852,264.219465636577,16600.1794310995,17084.8676559994,988.894370926875,31.312808359149,0,373.063001376251,419.779291694525,161.099709775862,5219.07400017345,6433.2606848307
"Bacteria_Verrucomicrobia_OPB35_soil_group_NA_NA_NA",0,0,0,0,0,0,0,2478.12048999735,0,0,0,0,0,19.8753903735526,261.076589668016,1043.41758304589,9.5888275399016,0,0,0,0,0,24160.9305556807,83.0093653956833
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.2",9310.56555699399,4232.39669486273,7271.66277916772,1068.46819772263,2358.90794722522,4275.4619971448,321.05426535365,181.328932427114,3280.6885193252,0,0,1472.69303098773,613.530288897515,266.299464508853,0,0,2546.24100218062,70.2441177050819,151.372885037732,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas",0,51.6031731947306,273.893640516516,109.891008386973,1135.09103238775,150.486289478581,10.8354874600801,17.080598354727,132.634392512105,46.4828553166335,96.1196230198328,512.310338386206,776.212256349236,497.947661437175,208.985667968566,20.9006221086692,45.7929085236647,0,65.4536160243987,111.589514960313,139.781805640983,108.941821587176,0,31.4540953214764
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Formosa",5689.0704402449,6021.03068230011,9065.74809531772,167.980584903255,466.241487776031,743.714934790743,148.653807343207,46.3379099612421,137.192443295421,0,16.7816848933501,0,0,0,0,0,194.044011792406,0,13.455367557564,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA",2033.43551805847,3434.5808361458,8267.44450167375,30.1575807678057,44.8533885217651,56.4407567102586,8.66838997105465,1.97096665819613,366.818733215706,16.0967814779834,0,0,0,0,0,0,285.5354154824,0,37.5844219178026,25.9470541230911,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.2",0,0,0,0,0,139.632896230344,236.255524907654,1479.8142318432,0,0,0,0,78.9429461082011,280.611406285192,596.151973513679,439.168409444084,0,0,0,0,0,22.4422294654513,1249.80996657785,852.801045305
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.5",0,0,0,0,0,0,0,0,0,0,0,2764.46995649383,5301.49351549955,2308.77630299979,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_OPB35_soil_group_NA_NA_NA.1",0,0,0,0,0,0,0,19.6426881035165,10.2692860950385,0,0,0,0,5.73921259717356,17.8819581916187,2721.39746457074,17.5832065588,0,0,0,14.5328511951349,6.33105537407593,20.8744389280341,4770.29317697999
"Bacteria_Verrucomicrobia_OPB35_soil_group_NA_NA_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.285038501647,18008.986192543,0,0,0,0,0,0,0,544.901260672654
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas",0,0,0,0,0,0,0,0,0,0,5.25141358072727,1746.5171836672,1033.59016285447,804.078400664252,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.6",0,0,0,0,0,0,0,0,0,0,3.48096408997106,2662.52209548757,1132.30087457253,283.072951530648,0,0,0,0,5.11682991958266,438.631256221738,185.988138646669,262.669253299363,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania",0,0,0,0,0,0,0,0,0,11.2402572734196,0,0,53.8692560273462,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Amylibacter",0,358.801559571777,539.367510937041,126.48319261682,621.429595836963,2098.68090715965,1031.94396332759,409.31536122184,0,0,0,16.3544029486806,215.800782082211,57.5832792397579,333.79655297316,416.448365636319,0,0,0,183.488215257743,566.484804968586,188.379018809364,5978.54929159643,1191.43598790693
"Bacteria_Planctomycetes_OM190_NA_NA_NA",0,0,0,0,0,0,0,114.754651560497,0,0,0,0,0,9.6660422694072,469.824922708254,9238.11711633655,0,0,0,0,0,7.6614546403534,369.048820782927,16275.7153425445
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.1",6.92432027761223,117.483184376893,239.386785129129,134.965027787691,565.786791146301,3406.17331994108,657.378474667663,640.973592178918,0,13.0667990818203,0,3432.32873851329,6922.92641842336,902.504541032454,55.791709566777,76.1772504954312,6.48794914353032,0,0,2275.60280015135,3521.72235164955,975.302293908418,733.88875613393,248.050212495693
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Roseibacillus",0,0,0,0,0,0,0,7.85707524022803,0,0,0,0,0,0,4594.94797736742,744.941461574502,0,0,0,0,0,9.70450920820295,5937.21749521478,1427.18511233661
"Bacteria_Proteobacteria_Deltaproteobacteria_SAR324_clade.Marine_group_B._NA_NA",0,0,0,0,0,0,0,0,895.616287857589,56.8005001880442,21.2661797706,0,7.42323398099694,0,0,0,1150.82418269033,11.6307521833562,10.4395093127382,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3569566555679,6831.78813643311,3763.42714699751,85.8849065140674,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Formosa.1",2498.26812903439,6324.37914480805,9681.1699052826,0,0,0,0,0,0,0,0,105.99777492002,305.146207173742,28.9086264140323,0,0,0,0,0,0,0,9.37934129567766,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA",0,0,0,6.02104477194468,21.5225157774109,171.255191181516,332.749094574765,753.988183327047,0,0,0,151.27621240975,334.737602124583,2524.0975124023,1249.35281290247,196.291675997745,0,0,0,34.8205307632514,67.2903564446992,605.009946956774,468.097784861847,121.238612844775
"Bacteria_Proteobacteria_Betaproteobacteria_Nitrosomonadales_Nitrosomonadaceae_Nitrosomonas",0,0,0,0,0,0,510.902736477734,1415.67535266165,0,0,0,0,0,0,815.41729366828,2411.9878954006,38.9276948611819,0,0,0,0,0,1092.28730672221,2262.04477238935
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005.05744878968,2239.22171304208,46.5816442110196,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.3",3844.42309414259,1043.78047092669,2605.83199672434,1249.35988273294,2904.49618148835,4747.76225151287,2045.64945512453,1893.44714757261,776.180593690731,0,127.69336596354,0,1135.56391692019,0,206.000158400407,220.987035412212,653.238169549614,0,0,0,0,0,862.090220546275,763.110189042747
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA",1724.79869817984,2059.76069017979,3659.49579307808,1378.3855999537,230.702054999464,0,0,0,486.234667678499,0,9.84640046002354,0,0,0,0,0,987.984034820502,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_NA_NA_NA_NA",0,0,0,0,0,0,0,475.794285058193,0,0,0,0,0,0,461.354521417579,1703.37705700445,0,0,0,0,0,0,7884.43390631252,1745.24579084119
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SHWN.night2_NA",0,0,0,0,0,0,94.8935147215047,182.33176575542,0,0,0,0,0,0,0,224.333344079831,0,0,0,0,0,0,9.27752841153185,186.434387602293
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Roseibacillus.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952.66893707251,4273.40865695362,0,0,0,0,0,0,103.814372201503,273.30113940724
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.7",0,0,0,0,0,0,0,0,0,0,0,120.927038992859,43.9643646575824,243.795284412747,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_NA_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,15.2580966451866,262.949937598496,72.4051010873074,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.1",0,0,0,0,0,0,0,0,566.164317542758,39.8425480872911,0,194.117024296745,0,0,0,0,559.84709613911,34.850375786677,0,61.3144128677691,43.0072511734126,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_OM182_clade_NA",7.50577797855166,65.4338230894352,108.644748642588,23.2836938672209,298.871632995657,2145.64099610948,153.166590894352,454.586685825881,0,0,0,0,161.764663226555,461.860001027282,455.290205152857,249.571437405252,0,0,0,0,62.792107952939,605.563372083431,186.234771562161,778.488859242714
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oleispira",0,0,0,104.910684097971,379.639080473529,897.414012261696,181.05434761725,77.332106438873,5.32791166853517,21.4160587982594,41.2533763797127,204.099563847054,234.172715552431,271.214342457193,54.933375573442,0,0,0,52.6256260883866,14.9195561189124,56.0527840330846,59.7651627312768,129.993648664056,98.8707063004323
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.4",3332.78357496878,896.769136993352,0,1363.31356305655,2190.62664088315,4170.27041162373,1501.14333931143,0,1440.54497925336,0,0,0,0,0,0,0,1352.72399647655,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter",0,0,0,0,0,0,0,0,0,0,0,3823.55173660907,889.080734437451,183.654803109554,0,8.46333327110601,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.2",0,0,0,0,106.601553393835,104.849559581787,94.7021604219343,86.131242902879,0,0,0,522.103031017074,837.031700274415,287.461306981888,309.000237600611,507.380568472972,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_NA_NA_NA",4773.55433504538,1304.4433352177,1808.15956135947,8.02805969592624,0,0,0,0,211.896606907899,0,0,0,0,0,0,0,147.278938855746,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA",10.7895558490233,0,0,0,0,0,0,24.5533601338152,65.0132078474162,0,0,0,0,0,0,41.7992738262174,0,0,0,0,0,0,78.9891962323262,12578.6168142504
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.8",17.0201444386254,1088.34340765989,1425.12613653857,89.9730293488136,94.2060259675963,51.264857533437,0,0,35.6319840429316,101.333595634014,79.081443336403,596.582586558656,338.9168015869,91.1720329565355,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Moraxellaceae_Perlucidibaca",0,0,0,0,0,0,576.135381158427,2301.24251178988,0,0,0,0,0,0,0,8.91730517005703,0,0,0,0,0,0,0,22.8674888399003
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.5",2150.52407089012,0,0,1213.79536354568,2140.48206162988,4295.43334182705,2643.69624720391,3057.54204201993,0,0,0,0,0,0,0,0,784.162556196138,0,0,0,0,0,0,691.316417888844
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA",569.534236306149,579.480907255344,2330.71055172075,262.991656251699,768.395713507532,951.520842680542,110.191049719377,105.64180998967,79.8956816437746,0,0,0,0,0,61.5761343003646,14.3099837923384,65.8807006748076,0,5.26514382503006,34.0635627147623,22.7470714434457,11.0757985524448,103.518891890077,96.0629532948674
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_Methylotenera",0,0,0,0,133.998606751719,802.603077601946,440.89366550016,1020.28124322519,0,0,0,0,408.82905998661,105.43509477478,72.1000554401426,895.305096565096,0,0,0,0,26.3777807214516,227.610654136371,724.522191963721,2419.79738973536
"Bacteria_Verrucomicrobia_OPB35_soil_group_NA_NA_NA.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.63914061703,0,0,0,0,0,0,95.9154525687919,9307.83257015207
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Polaribacter.4",77.0211852545378,3111.19785496652,3587.36968459262,23.1002790680849,87.862897598,394.280945834148,185.127031267049,76.721061778912,0,0,4.6196345384753,484.693543171148,666.634639000112,64.0480582251527,188.833478533707,146.565218490185,0,0,0,170.862261843095,332.918904425457,19.9404926561237,216.421712591081,34.135742533023
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas.1",0,0,87.1756562765611,37.3714367379263,393.701833956246,91.0407994955206,15.1933399772272,0,65.0302193180189,14.5186656450151,48.9135409468776,215.685582569565,348.786132019275,172.347175328614,63.4420777697342,10.2214169918407,9.40282484579014,0,0,0,0,19.0849205477922,0,23.0168020062414
"Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Marinoscillum",0,0,0,0,0,0,54.9994398163468,157.721201249573,0,0,0,0,0,0,0,2486.7809450981,2.38067442265221,0,0,0,0,0,35.2139549466484,781.688346216599
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola",0,0,0,1119.92517677025,1816.71415026835,2349.75552285161,0,0,0,0,0,3049.24820656207,1923.84399575609,853.517045140001,0,0,0,0,6.05491540150928,738.666224693045,514.266146885436,559.590678357416,0,0
