"","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.5",0,0,0,0,0,0,0,0,0,0,0,0,0,7.75,6,7.25,0,0,0,0,0,9,23.75,27
"Bacteria_Gemmatimonadetes_Gemmatimonadetes_BD2.11_terrestrial_group_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.70588237,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_E01.9C.26_marine_group_NA_NA.3",0,0,0,0,0,0,0,0,3.253968254,0,0,0,0,0,0,0,10.317460316,0.238095238,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_JTB255_marine_benthic_group_NA.1",0,0,0,0,0,0,0,0,7.272727275,0,0,0,0,0,0,0,15.227272725,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.10",0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas.6",0,0,0,0,0,0,2.391304348,0,0,0,0,0,0,0,0,0,12.68115942,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.17",0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.18",0,0,0,0,0,0,0,0,47.5,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.19",16,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.1",0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.20",0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,34.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.21",6.5,0,0,0,0,0,0,5.5,21.5,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Burkholderiales_Comamonadaceae_BAL58_marine_group.1",0,0,0,0,0,0,20.285714285,18.571428575,0,0,0,0,0,0,0,1.4285714285,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.2",0,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_AEGEAN.169_marine_group.1",0,0,0,0,0,0,0,0,5.74074074,0,0,0,0,0,0,0,21.48148148,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.9",10,1.346153846,1.730769231,1.346153846,0,0,0,0,7.69230769,0,0,0,0,0,0,0,21.153846155,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.6",0,0,0,8.75,25.5,33.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.8",22.5,0,0,9.5,0,8.5,0,0,24.5,0,0,0,0,0,0,7,42,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SAR116_clade_NA.1",24.814814815,6.666666665,7.7777777775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Mitochondria_NA.1",0,0,0,0,0,0,0.5555555555,0,0,0,0,0,0.5555555555,4.074074074,0,0,0,0,0,0,0,42.592592595,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas.1",0,0,0,0,0,0,0,0,0,0,0,3.205128205,3.9743589745,9.35897436,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.22",0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_NA_NA_NA_NA.2",0,0,0,25.098039215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Sh765B.TzT.29_NA_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.72413793,0,0,0,0,0,0,0,14.31034483
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS2b_marine_group.3",0,0,0,0,0,0,0,0,3.4722222225,0,0,0,0,0,0,0,5.972222222,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospira.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.3",0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.4",3.5,0,0,0,0,0,0,0,39.5,0,0,0,0,0,0,0,41.5,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_DEV007_NA.1",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12.33333333,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade.4",0,0,0,0,0,0,0,5.967741935,0,0,0,0,0,0,0,27.741935485,0,0,0,0,0,0,0,6.77419355
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinomonas.2",0,0,0,0,0,0,0,0,0,0,0,3.653846154,4.1666666665,8.205128205,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2.361111111,60.55555556,1.8055555555,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhizobiales_Rhodobiaceae_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_DEV007_NA.2",0,0,0,0,0,0,0,0,8.6666666665,0,0,0,0,0,0,0,13.666666665,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.23",0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,45.5,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.10",10.7692307715,4.0384615385,2.3076923075,4.8076923075,0,0,0,0,7.1153846155,0,0,0,0,0,0,0,11.923076925,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.11",10.5769230775,1.5384615385,0,0,0,0,0,0,10,0,0,0,0,0,0,0,24.615384615,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.12",10,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,19.03846154,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_OM182_clade_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.369565219,0.8695652175,0,0,0,0,0,0,11.9565217365
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.5",0,0,0,0,0,0,0,0,38.5,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.4",0,0,0,0,0,0,0,61.84210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Crocinitomix",0,0,0,2.3913043475,12.173913044,31.086956525,1.739130435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5217391305,1.739130435,0
"Bacteria_NA_NA_NA_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.18",18.5,0,0,0,5,15.5,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.19",0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,88.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NA.3",0,1.8055555555,0,0,15.277777775,9.305555556,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.9",0,0,0,10.5,0,9.5,26.5,35.5,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.13",6.9230769235,1.346153846,0,5.192307692,0,0,0,0,6.7307692285,0,0,0,0,0,0,0,21.923076925,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.10",9.5,0,0,7.5,16,6.5,22,11.5,15,0,0,0,0,0,0,3.5,7.5,0,0,0,0,0,0,3.5
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_OM182_clade_NA.2",0,0,0,0,0,0,0,0,4.130434783,0,0,0,0,0,0,1.847826087,2.9347826085,0,0,0,0,0,0,9.130434785
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.24",0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.25",0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_OCS116_clade_NA_NA.1",17.407407405,0,0,0,0,0,0,0,7.037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.11",4,0,0,9.5,0,5.5,15.5,12,9,0,0,0,0,0,24,10.5,31.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_Porticoccus.2",0,0,0,0,0,21.77419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.387096775
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.6",0,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_clade_NAC11.7_lineage.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,11.25
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.21",0,9.15492958,4.7887323945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Crocinitomix.1",0,0,0,3.47826087,12.826086955,19.130434785,0,0,0,0,0,0,4.347826087,5.217391305,1.304347826,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.26",0,0,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA.11",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.7",0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_Porticoccus.3",0,0,0,0,0,0,0,0,8.709677419,0,0,0,0,0,0,0,6.935483871,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.5",0,0,0,0,0,0,0,10.416666665,0,0,0,0,0,2.638888889,7.222222222,7.9166666665,0.8333333335,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.27",0,0,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.8",0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.14",5.96153846,1.730769231,1.153846154,10.384615385,0,0,0,0,8.076923075,0,0,0,0,0,0,0,11.73076923,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.9",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_NA_NA_NA_NA.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.764705882,0,0,0,0,0,0,0,0.3921568625,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.6",0,0,0,0,0,0,0,0,3.0555555555,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.8",7,0,0,4,0,11,22,14.5,14.5,0,0,0,0,0,0,0,11.5,0,0,0,0,0,0,0
"Bacteria_Lentisphaerae_Oligosphaeria_NA_NA_NA",0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,8.875,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.4",0,0,0,0,0,0,0,0,4.8148148145,0,0.3703703705,0,0,0,0,0,11.666666669,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Marinoscillum.2",0,0,0,0,0,0,0,0,0.8620689655,0,0,0,0,0,0,0,1.6379310345,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_Phycisphaerae_Phycisphaerales_Phycisphaeraceae_SM1A02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina.3",0,0,0,0,0,0,0,0.7575757575,0,0,0,0,0,0.909090909,0,3.6363636365,1.9696969695,0,0,0,0,0,0,4.5454545455
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceanibulbus.1",0,0,0,0,0,0,5.3703703705,9.6296296285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6296296295,8.51851852
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Defluviicoccus.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0
"Bacteria_Chloroflexi_SAR202_clade_NA_NA_NA",0,0,0,0,0,0,0,0,15.357142855,0,0,0,0,0,0,0,18.92857143,0,0.7142857145,0,0,0,0,0
"Bacteria_Proteobacteria_ARKICE.90_NA_NA_NA",0,0,0,0,0,0,0,0,1.764705882,0,0,0,0,0,0,0,9.019607843,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.28",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.15",15.000000001,0.576923077,0,0,0,0,0,0,1.923076923,0,0,0,0,0,0,0,10.192307692,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Octadecabacter.2",0,3.3333333335,10,6,6,10.333333335,5.3333333335,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6.333333335,12.0000000015
"Bacteria_Proteobacteria_NA_NA_NA_NA.4",0,0,0,18.1372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_NA_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Halieaceae_Haliea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7096774195,0,0,0,0,0,0,0,25.161290325
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_Porticoccus.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.25806452,18.548387095,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.12",0,0,0,0,0,13.5,0,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.29",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,33.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NA.4",0,0,0,0,0,0,2.222222222,10.972222221,0,0,0,0,0,1.388888889,8.333333333,4.861111111,0,0,0,0,0,0,1.388888889,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.693877551
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.9",6.5,0,0,9,0,0,0,10,14,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.10",0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_Salinisphaera",0,0,0,0,0,0,0,40.75,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.5
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.4",0,0,0,0,18.91304348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.16",0,0,0,0,0,0,0,0,0,0,0,0,0,33.26923077,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_AEGEAN.169_marine_group.2",0,0,0,0,0,0,0,0,8.333333335,0,1.111111111,0,0,0,0,0,5.37037037,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_Porticoccus.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.774193548,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_OM75_clade",2.777777778,0,1.111111111,0,0,0,0,0,4.259259259,0,0.7407407405,0,0,0,0,0,5.3703703705,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.11",0,0,0,0,0,0,0,0,28.5,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.12",0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,51.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.10",0,0,0,0,0,0,0,0,0,0,4.195402299,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.17",0,0,0,9.423076921,14.615384615,5.384615385,1.5384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.18",0,0,0,0,0,0,30.96153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Blfdi19_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303,21.66666667,2.121212121
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.4",10.25,0,0,0,0,6,0,0,5.25,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA.5",0,0,0,0,0,0,0,13.333333335,0,0,0,0,0,0,0,7.77777778,2.777777778,0,0,0,0,0,0,1.851851852
"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Erythrobacter.2",0,0,0,0,0,0,1.0714285715,0,0,0,0,0,0,0,0,25.714285713,0,0,0,0,0,5.357142855,3.2142857145,16.4285714305
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.13",0,0,0,4.5,0,0,0,0,22.5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Piscirickettsiaceae_NA.5",0,0,0,0,0,0,0,0,0,0,0,0,11.08695652,2.2826086955,0,0,0,0,0,0,1.956521739,0.9782608695,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.13",0,17.5,0,8.5,9,7.5,8,5,2,0,0,0,0,5,0,0,2.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Marinobacterium.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.583333335,1.8333333335
"Bacteria_Actinobacteria_Acidimicrobiia_Acidimicrobiales_Sva0996_marine_group_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA.14",0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Lentimonas",0,3.5,2.5,0,0,0,0,0,0,0,0.5,2,2.75,12,0,0,0.75,0,0,0,2.25,8.25,1.25,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Simiduia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.19",0,0,0,14.999999998,0,2.3076923075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Defluviicoccus.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.14",0,0,0,14,0,0,13,18.5,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,10
"Bacteria_Actinobacteria_Acidimicrobiia_Acidimicrobiales_Sva0996_marine_group_NA.1",0,0,0,0,0,0,5.6666666665,12.333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.30",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.22",0,0,0,0,0,0,0,0,0,0,0,0,0,9.929577465,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Crocinitomix.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2.391304348,0,0,0,0,0,0,3.260869565,13.0434782625,0,0
"Bacteria_Gemmatimonadetes_Gemmatimonadetes_BD2.11_terrestrial_group_NA_NA.1",0,0,0,0,0,0,0,0,1.7647058825,0,0,0,0,0,0,31.76470588,0,0,0,0,0,0,0,5.294117645
"Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,13.75,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.111111111,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.31",12.5,0,0,0,0,0,9,13,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.20",6.153846155,0,0,2.8846153845,0,0,0,0,5,0,0,0,0,0,0,0,11.9230769235,0,0,0,0,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.63157895,11.57894737,0,0,0,0,0,0,0,3.947368421
