"","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Marinoscillum.1",2.327586207,0.517241379,0.2586206895,0,1.896551724,2.327586207,10.172413792,32.844827585,0,0,0,0,0,0,11.72413793,86.896551715,0,0,0,0,0,0,0,16.034482755
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.2",0,0,0,0,0,0,0,0,227.5,9.5,23.5,0,0,0,0,0,288.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Polaribacter.5",4.125,79.875,49.75,0.5,4.75,13.125,13.25,5.75,1,4.375,0.25,2.25,6,1.75,0,0,5.125,1.75,4.875,1,9.875,1.25,1.875,0.75
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Litoricolaceae_Litoricola",0,0,0,0,0.4347826085,3.152173913,91.3043478,23.36956522,0,0,0,0,0,0,5,32.934782605,0,0,0,0,0,0,5.760869565,12.173913045
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Gilvimarinus",0,0,0,0,0,0,0,0,0,0,0,2.8125,2.65625,1.875,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.8",57.5,0,12.5,31,13,37.5,58,75.5,144.5,0,5,0,0,0,0,0,202.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Octadecabacter.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.666666665,64,423,21.333333335,25.666666665
"Bacteria_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_NA",0,0,0,0,0,0,260,86.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,64
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.9",75.5,8.5,12.5,66,68.5,72.5,111.5,130,58,0,0,0,0,0,0,24.5,79,0,0,0,0,0,24.5,24
"Bacteria_Proteobacteria_Deltaproteobacteria_SAR324_clade.Marine_group_B._NA_NA.1",0,0,0,0,0,0,0,0,42.586206895,0,0,0,0,0,0,0,79.137931035,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_NA_NA_NA.1",155.74074074,12.222222223,18.333333335,0,0,0,0,0,22.03703704,0,0,0,0,0,0,0,20.185185185,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.3",0,0,0,1.4545454545,17.18181818,43.818181815,7,3,0,0,0,0,0,4,4.909090909,8.363636365,0,0,0,0,0,0,7.272727273,9.3636363635
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Balneatrix.1",0,6,36.18181818,12.8181818165,33.454545455,16.545454545,0,0,0,0,0,9.181818184,21.818181815,2.3636363635,0,0,0,0,0,0,6.7272727275,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Xanthomonadales_JTB255_marine_benthic_group_NA",0,0,0,0,0,0,0,92.49999999,0,0,0,0,0,0,0,83.40909093,0,0,0,0,0,0,0,179.0909091
"Bacteria_Proteobacteria_Gammaproteobacteria_E01.9C.26_marine_group_NA_NA",0,0,0,0,0,0,0,0,22.3015873,0.634920635,1.4285714285,0.238095238,0.396825397,0,0,0,35.396825395,0.634920635,0.3174603175,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.1",30.192307695,7.115384615,0,31.153846155,3.846153846,0,3.076923077,0,40.76923077,0,0,0.576923077,0,0,1.153846154,0.769230769,33.46153846,0,0,0,1.923076923,1.153846154,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.704225352,0.14084507,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas.3",0,0,0,0,0,0.724637681,6.3043478235,0.9420289855,0,0,0.9420289855,0,0,6.376811595,11.01449275,0,47.463768117,1.956521739,0,0,0,10.072463768,3.260869565,0
"Bacteria_Verrucomicrobia_Opitutae_Opitutales_Opitutaceae_Opitutus.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,118
"Bacteria_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Pelagicoccus",0,0,0,0,0,0,0,40.25,2,0,0,0,0,0,139,30.5,0,0,0,0,0,0,189,45
"Bacteria_Hydrogenedentes_NA_NA_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,9.9
"Bacteria_Verrucomicrobia_Opitutae_Puniceicoccales_Puniceicoccaceae_Pelagicoccus.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,224.5,142
"Bacteria_Bacteroidetes_Cytophagia_Cytophagales_Flammeovirgaceae_Reichenbachiella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.2",74.423076925,22.30769231,12.5,32.5,5.7692307695,0,0,0,22.5,1.730769231,0,0,0,0,0,0,50.96153846,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.10",0,1.056338028,8.239436622,6.9718309855,5.281690141,5.070422535,4.225352113,8.028169014,0,0,0,2.2535211265,1.338028169,3.38028169,0,0,0,0,2.394366197,8.09859155,5,15.1408450725,2.042253521,1.4084507045
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.1",52.5,6,13,49.5,36.5,40,41.5,42.5,121,0,9,0,0,0,8,0,126.5,0,0,0,0,13.5,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.2",43,8,9,46.5,41,36,48,78.5,92,9.5,0,0,12,7,17,26,86,0,0,0,8,0,19.5,13
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Oleispira.1",0,0,0,28.4,28.6,38.3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,5.5,21.7,5.7,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Fluviicola.1",0,0,0,73.25,142.75,92.25,0,0,0,0,0,11.75,12.5,13,0,0,0,0,0,0,0,0,0,0
"Bacteria_Marinimicrobia_.SAR406_clade._NA_NA_NA_NA",0,0,0,0,0,0,0,0,18.2,0.9,0,0.4,0,0,0,0,32.9,0.5,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas.4",0,0,0.9420289855,4.347826087,29.49275362,1.231884058,0,0,1.956521739,0,1.4492753625,3.4057971015,1.15942029,13.4057971,5.797101449,0,2.028985507,0,0,0,0,3.84057971,0.9420289855,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Spongiibacteraceae_Dasania.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.3",12.60869565,1.0869565215,2.7173913045,0,0,0,0,0,26.84782609,0.8695652175,0,0,1.0869565215,0,0,0,25.760869565,0,0,0,1.847826087,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.4",0,0,0,0,0,0,0,0,20,1.5217391305,0.760869565,0,0,0,0,0,43.260869565,0,0.652173913,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.11",0,0,0,15.070422534,7.2535211285,4.0845070425,2.1830985915,1.5492957745,0,0,0,5.4225352115,6.1267605635,12.46478873,2.957746479,0,0,0,0.9154929575,4.2253521125,4.5070422535,11.33802817,1.408450704,0.4929577465
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospira",2.25,0,0,0,0,0,35.5,68.25,10.75,0,0,0,0,0,12.5,132.5,14.25,0,0,0,0,0,2,27.75
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Pseudoalteromonadaceae_Pseudoalteromonas.5",0,0,0,0,0,0,0,0,0,1.896551724,0,0,0,0,4.137931034,0,0,0,0,0,0,0,0,2.5862068965
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Ulvibacter.1",0,0,0,0,4.583333333,10.9722222215,23.47222222,25.833333335,0,0,0,0,0,4.027777778,6.111111111,1.527777778,0,0,0,0,0,4.4444444445,13.4722222205,11.8055555545
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_NA",0,0,0,0,0,0,24.44444444,53.14814815,0,0,0,0,0,0,2.592592593,31.1111111095,2.4074074075,0,0,0,0,0,0,116.85185186
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.4",0,0,0,0,0,0,0,0,20.909090905,1.3636363635,1,0,0,0,0,0,24.454545455,1.181818182,0.4545454545,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Deep_1_NA",0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Magnetospira.1",0,0,0,0,0,0,3,5.25,0,0,0,0,0,0,11,104.75,0,0,0,0,0,0,3,53.75
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS5_marine_group",24.583333335,11.52777778,12.083333335,3.3333333335,5,9.583333333,41.25,41.52777778,0.6944444445,0,0,0,0,0,0,0,4.3055555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_SAR86_clade_NA.5",0,3.260869565,3.152173913,0,0,0,0,0,24.13043478,0,4.1304347825,3.152173913,3.043478261,1.5217391305,0,0,12.282608695,0.4347826085,0.9782608695,0,0,0,0,0
"Bacteria_Proteobacteria_SPOTSOCT00m83_NA_NA_NA",0.68627451,0,0,0,0,0,0,102.84313726,2.3529411765,0,0,0,0,0,0,0,2.3529411765,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_NA_NA",108.14814815,12.0370370385,5.1851851855,0,0.3703703705,0,0,0,13.8888888895,0.3703703705,0,0.3703703705,0,0,0,0,29.62962963,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_NA.1",27.407407405,26.296296295,12.962962965,0,0,0,0,91.85185185,9.0740740745,1.4814814815,0,0,0,0,0,0,9.2592592585,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Neptunomonas.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,54.7,3.8,0.8,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Oceanibulbus",0,0,0,0,13.51851852,14.074074075,25.74074074,21.666666665,0,0,0,0,0,0,7.407407407,87.222222205,0,0,0,0,0,2.037037037,12.2222222225,12.407407408
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SAR116_clade_NA",0,0,0,2.037037037,2.037037037,13.88888889,44.62962963,26.11111111,0,0,0,0,0,0,52.59259259,30.740740743,0,0,0,0,0,0,12.777777778,32.59259259
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.3",0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA",34.5,0,0,63,27.5,27.5,49.5,72.5,59,0,0,0,4.5,0,0,0,106,0,0,0,4.5,0,0,0
"Bacteria_Planctomycetes_OM190_NA_NA_NA.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.947368421,177.10526315,0,0,0,0,0,0,0,15.000000001
"Bacteria_Planctomycetes_BD7.11_NA_NA_NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.68421054,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Planktomarina.1",76.11111111,61.296296295,33.51851852,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.5",0,0,3.5454545455,3.3636363635,8.1818181815,16.818181815,11.818181818,52,0,0,0,0,0,0,0,0,2.090909091,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Alteromonas.5",0,0,0,0,0,0,0,0,4.420289855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_OPB35_soil_group_NA_NA_NA.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0416666665,0,0,0,0,0,0,4.1666666665,52.70833333
"Bacteria_Proteobacteria_Gammaproteobacteria_Salinisphaerales_Salinisphaeraceae_ZD0417_marine_group",0,0,0,0,0,0,0,0,53.5,1.25,3.5,0,0,0,0,0,61.25,1.25,0.75,0,0.5,0,0,0
"Bacteria_Verrucomicrobia_Arctic97B.4_marine_group_NA_NA_NA.1",0,0,0,0,0,0,0,0,44.58333333,0,0.8333333335,0,0.625,0,0,0,56.875,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Deltaproteobacteria_Sh765B.TzT.29_NA_NA",0,0,0,0,0,0,40.51724138,26.034482755,0,0,0,0,0,1.0344827585,27.93103448,30.51724138,0,0,0,0,0,1.551724138,32.75862069,22.931034485
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_Wenyingzhuangia",0,0,0.875,1,3.125,10.625,41.75,58.75,0,0,0,0,0.875,3.125,2.25,1,0,0,0,0,0,0,1.25,1.875
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Balneatrix.2",0,0,0,0,0,0,0,0,0,0,0,12.5454545435,48.18181818,2.181818182,0,0,0,0,0,5.90909091,23.18181818,0,0,1.090909091
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_2_NA.3",45,0,0,49,22.5,27.5,22.5,28,104,8.5,0,0,0,0,0,0,113,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Marinobacter",0,0,0,14.285714285,12.142857145,3.5714285715,8.214285715,6.0714285715,1.25,0,0,1.25,4.2857142855,10.5357142835,14.64285714,12.3214285695,0,0,0,0,0.892857143,6.785714285,5.357142855,8.214285715
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_NS10_marine_group",135.21739131,9.130434781,2.608695652,3.4782608695,0.652173913,0,0,0,8.913043478,0,0,0,0,0,0,0,7.826086958,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.1",0,0,0,78.25,76.5,53.75,7,2,0,0,0,4.75,7.75,8,2.5,0,0,0,0,0,2.25,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Pseudospirillum.6",22.272727275,5.5454545455,5.09090909,0,0,0,6.181818182,31.454545455,0,0,0,0,0,0,0,10.818181816,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_NA",0,0,0,0,0,0,6,46,2.25,0,0,0,0,0,0,131.25,2,0,0,0,0,0,1.75,60
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Roseobacter_clade_NAC11.7_lineage",38.25,25,16.25,0,0,0,0,0,41,0,3.75,0,0,0,0,0,28.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Paraglaciecola",0,0,0,0,0,0,0,0,0,0.25,0.6666666665,6.75,5.9166666665,15.833333335,1,0.9166666665,0.4166666665,0,0,2.1666666665,4,8.333333335,0.75,3.3333333335
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Amylibacter.1",33.51851852,79.62962963,61.111111115,0,0,0,0,0,0.7407407405,0,0,0,0,0,0,0,1.4814814815,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.12",0,0,0,0,0,0,0,0,0,0,8.098591549,8.098591549,3.450704225,8.23943662,0,0,0,5.985915495,8.873239435,2.253521127,2.746478873,4.5070422535,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.3",67.5,5.384615385,0.9615384615,0,0,0,0,0,29.80769231,0,0,0,0,0,0,0,67.692307695,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_NS9_marine_group_NA.1",9.722222223,6.25,7.0833333335,0,1.9444444445,8.4722222245,20.27777778,9.72222222,11.666666665,0.4166666665,0,0,0,0,0,0,7.222222222,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.13",0,0,0,0,0,0,0,0,0,0,0,17.9577464775,13.5915492955,33.661971835,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.10",77,0,11.5,45.5,41.5,51.5,52,53.5,40.5,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.11",53.5,0,0,35.5,44.5,42,75.5,113,12,0,0,0,0,0,0,11.5,34.5,0,0,0,0,0,0,13
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.4",0,0,0,0,0,0,0,0,103.5,8.5,0,0,0,0,0,0,161,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.3",0,0,0,0,0,0,53.75,26.5,0,0,0,0,0,10.75,39,38.5,0,0,0,0,0,0,32,20.5
"Bacteria_Planctomycetes_OM190_NA_NA_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17.89473684,0,0,0,0,0,0,3.947368421,199.999999985
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.12",68.5,0,0,32,42.5,45,66,103.5,21,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.13",56.5,0,10,35,36,29.5,32,22.5,39.5,7.5,0,0,0,14.5,7,0,65,0,0,0,0,0,0,0
"Bacteria_Cyanobacteria_Chloroplast_NA_NA_NA.4",64.23076922,9.4230769245,0,0,0,0,0,0,31.34615385,0,0,0,0,0,0,0,51.153846155,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade.1",18.70967742,45.967741935,42.741935485,0,6.612903226,11.451612902,2.741935484,3.7096774195,0,0,0,0,1.935483871,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.1",0,5.5,0,57,37,45.5,53,86.5,20,0,0,0,0,7,0,6.5,56,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.2",0,0,0,4.25,23,25,0,0,0,0,0,0,4,6,0,0,0,0,0,12.5,32,36.75,0,0
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade",20.5,0,4.75,28.5,49.75,59,2.75,0,0,0,0,0,4,2,6.5,11.75,0,0,0,1.25,0,5.75,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_SHWN.night2_NA.1",0,0,0,0,0,0,24.62962963,65.925925925,0,0,0,0,0,0,0,13.51851852,0,0,0,0,0,0,0,15.37037037
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Cellvibrionaceae_Gilvimarinus.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Verrucomicrobia_Verrucomicrobiae_Verrucomicrobiales_Verrucomicrobiaceae_Roseibacillus.3",1.3333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,169.3333333,5,0,0,0,0,0,0,40.5,7.333333335
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_ZD0405_NA.3",0,0,0,0,0,0,0,0,20.217391305,0,0,0,0,0,0,0,19.56521739,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.5",0,0,0,0,0,0,0,0,117.5,0,0,0,0,0,0,0,130.5,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_NA_NA_NA.2",87.777777795,0,0,0,0,0,0,0,4.074074074,0,0,0,0,0,0,0,20.555555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_NA.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.07407407,140.185185195,0,0,0,0,0,0,0,1.4814814815
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Oceanospirillaceae_Reinekea",0,0,0,0,0.6,0,0,0,0,0,0,11.7,18.4,32.7,0,0,0,0,0,2.3,6,7.8,0.6,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.6",0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_4_NA",131.5,19,37.5,13.5,13.5,7,0,0,32,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_NA.7",0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_Surface_1_Candidatus_Pelagibacter.14",79,0,13.5,39,49.5,58,30,13,36.5,0,0,0,0,0,0,0,40.5,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_NS11.12_marine_group_NA",0.322580645,0,0,0,0,0,0.4838709675,22.903225805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.90322581,72.419354835
"Bacteria_Proteobacteria_Alphaproteobacteria_Sphingomonadales_Erythrobacteraceae_Erythrobacter",0,0,0,0,11.07142857,5,10,54.642857145,0,0,0,1.4285714285,0,6.42857143,45,92.499999995,0,0,0,3.2142857145,0,0,8.214285715,27.857142855
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS5_marine_group.1",0,0,0,0,0,0,0,19.72222222,0,0,0,0,0,0,0,23.0555555565,0,0,0,0,0,0,5.555555555,58.33333335
"Bacteria_Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_NA",0,0,0,0,0,0,1.2903225805,7.2580645165,0,0,0,0,0,0.9677419355,18.38709677,21.29032258,0,0,0,0,0,0.6451612905,19.516129035,53.70967742
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.15",0,0,0,0,0,0,0,0,0,0,0.4225352115,8.5915492945,2.6056338025,4.2957746475,0,0,0,0,0.5633802815,2.9577464785,2.4647887325,5.352112676,0.9154929575,0.281690141
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.3",5.5,29.25,63.75,0,0.75,4.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,15.25,59.75
"Bacteria_Proteobacteria_Gammaproteobacteria_Oceanospirillales_Alcanivoracaceae_Alcanivorax.1",0,0,0,0.625,3.3333333335,4.375,17.0833333335,35.833333335,0,0,0,0,0,6.666666665,12.08333333,21.4583333315,0,0,0,0,1.4583333335,8.5416666665,11.875,13.3333333315
"Bacteria_Proteobacteria_Deltaproteobacteria_Desulfobacterales_Nitrospinaceae_Nitrospina",0,0,0,0,0,0,0,24.39393939,2.424242424,0,0,0,0.303030303,1.0606060605,13.63636364,40.151515155,5.4545454545,0,0,0,0,0,0,12.57575758
"Bacteria_Proteobacteria_Betaproteobacteria_Methylophilales_Methylophilaceae_OM43_clade.1",9.25,0,3.25,9,29,50.5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia.16",0,0,0,7.253521129,6.9014084505,4.718309859,0.985915493,0,0,0,1.5492957745,4.295774648,2.8873239435,3.943661972,0,0,0,0,0,2.253521127,2.1126760565,5.633802817,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_NA.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.14814815,0,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_SAR11_clade_NA_NA.2",25,0,22.5,23,12,11,44,116.5,43,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Flavobacteriaceae_NS2b_marine_group.1",30,14.166666668,6.9444444465,0,0,0,0,0,4.7222222225,0.8333333335,0,0,0,0,0,0,1.8055555555,0,0,0,0,0,0,0
"Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Sulfitobacter.4",0,0,0,0,4.5,1.75,2.25,3,0,0,0,0,0,0,0,6,0,0,0,3.25,3.5,9.5,74.5,49.5
"Bacteria_Proteobacteria_Gammaproteobacteria_Cellvibrionales_Porticoccaceae_SAR92_clade.2",0,0,0,0,0,0,0,15.483870965,0,0,0,0,0,0,5.806451613,39.51612903,0,0,0,0,0,0,10.48387097,35.16129032
"Bacteria_Bacteroidetes_Flavobacteriia_Flavobacteriales_Cryomorphaceae_Owenweeksia.4",0,0,0,0,0,0,32.75,1.75,0,0,0,0,0,9.25,0,1.75,0.75,0,0,0,0,2.25,106.25,15
