EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,NH4,NH4_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C
  18HU20160430, AR07W,59,1,433260,14,2,20160508,556,55.8455,-53.3912,3068,1090.7,3.211,34.8391,2,34.8434,6,283,2,300.2,6,8.33,6,14.45,6,0.05,6,1.03,6,0.71,6,2.445,2,2.416,2,2166.4,2,2294.3,2,7.709,2,25
  18HU20160430, AR07W,59,1,433261,15,2,20160508,559,55.8455,-53.3912,3068,892,3.1944,34.8372,2,34.8426,2,284.3,2,300.4,2,8.29,6,14.46,6,0.04,6,1.02,6,0.64,6,2.498,2,2.507,2,2166.1,2,2296.2,2,7.716,2,25
  18HU20160430, AR07W,59,1,433262,16,2,20160508,603,55.8455,-53.3912,3068,712.2,3.1867,34.8356,2,34.8393,2,285.3,2,301.4,2,8.18,6,14.37,6,0.04,6,1.02,6,0.59,6,2.462,2,2.534,2,2165.4,2,2295.1,2,7.715,2,25
  18HU20160430, AR07W,59,1,433263,17,2,20160508,605,55.8455,-53.3912,3068,551.6,3.2599,34.8428,2,34.8475,2,284.2,2,299,2,8.21,6,14.35,6,0.07,6,1.01,6,0.77,6,2.398,2,2.454,2,2165.9,2,2295.8,2,7.72,2,25
  18HU20160430, AR07W,59,1,433264,18,2,20160508,608,55.8455,-53.3912,3068,400.6,3.32,34.8449,2,34.8494,2,284.7,2,298.6,2,8.06,6,14.04,6,0.06,6,1.01,6,0.81,6,2.456,2,2.58,2,2165.2,2,2293.9,2,7.723,2,25
  18HU20160430, AR07W,59,1,433265,19,2,20160508,610,55.8455,-53.3912,3068,290.7,3.3839,34.8417,2,34.8477,2,286,2,299.8,2,8.02,6,14.1,6,0.09,6,1,6,0.83,6,2.495,2,2.662,2,2162.6,2,2297.7,2,7.72,2,25
  18HU20160430, AR07W,59,1,433266,20,2,20160508,613,55.8455,-53.3912,3068,190.8,3.7495,34.8664,2,-999,9,277.8,2,291.7,2,8.75,3,13.98,6,0.05,6,1,6,0.56,6,2.393,2,2.461,2,2164.3,2,2297.3,2,7.719,2,25
  18HU20160430, AR07W,59,1,433267,21,2,20160508,614,55.8455,-53.3912,3068,99.4,3.73,34.83,2,-999,9,279.2,2,292.5,2,7.63,6,13.45,6,0.07,6,0.98,6,0.84,6,2.471,2,2.646,2,2162.9,2,2298.9,2,7.722,2,25
  18HU20160430, AR07W,59,1,433268,22,2,20160508,616,55.8455,-53.3912,3068,51.3,3.8421,34.8234,2,-999,9,277.6,2,290.9,2,7.66,6,13.38,6,0.07,6,0.98,6,0.8,6,2.45,2,2.521,2,2162.3,2,2301.6,2,7.722,2,25
  18HU20160430, AR07W,59,1,433269,23,2,20160508,617,55.8455,-53.3912,3068,25.6,3.1788,34.6736,2,-999,9,288.1,2,301,2,7.53,6,12.64,6,0.14,6,0.95,6,0.9,6,2.561,2,2.808,2,2155.6,2,2290.2,2,7.725,2,25
  18HU20160430, AR07W,59,1,433270,24,2,20160508,618,55.8455,-53.3912,3068,3,2.4139,34.0449,2,-999,9,331.7,2,348,2,6.22,6,8.26,6,0.13,6,0.63,6,0.76,6,2.938,2,3.294,2,2108,2,2254.9,2,7.764,2,25
  18HU20160430, AR07W,62,1,433271,1,2,20160508,1040,56.1098,-53.1115,3259,3373.7,1.6689,34.9006,2,34.902,2,277.5,2,297.1,2,9.94,6,12.67,6,0.05,6,0.93,6,0.58,6,2.239,2,2.013,2,2169.4,2,2306.7,2,7.709,2,25
  18HU20160430, AR07W,62,1,433272,2,2,20160508,1044,56.1098,-53.1115,3259,3301.2,1.7118,34.8997,2,34.9024,2,277,2,295.7,2,10.04,6,12.49,6,0.03,6,0.94,6,0.44,6,2.2,2,1.843,2,2167.7,2,2304.7,2,7.713,2,25
  18HU20160430, AR07W,62,1,433273,3,2,20160508,1045,56.1098,-53.1115,3259,3221.5,1.838,34.8995,2,34.9026,2,276.5,2,295.9,2,9.89,6,12.45,6,0.06,6,0.94,6,0.65,6,2.122,2,1.797,2,2166.6,2,2307.5,2,7.716,2,25
  18HU20160430, AR07W,62,1,433274,4,2,20160508,1047,56.1098,-53.1115,3259,3120.6,2.0804,34.9025,2,34.9053,2,273.6,2,291.9,2,10.47,6,13.25,6,0.04,6,0.97,6,0.57,6,2.02,2,1.722,2,2165.8,2,2304.1,2,7.719,2,25
  18HU20160430, AR07W,62,1,433275,5,2,20160508,1049,56.1098,-53.1115,3259,2999.7,2.3323,34.9071,2,34.9086,2,269.5,2,287.3,2,11.55,6,13.7,6,0.05,6,1.01,6,0.52,6,1.823,2,1.48,2,2166.5,2,2306.5,2,7.725,2,25
  18HU20160430, AR07W,62,1,433276,6,2,20160508,1052,56.1098,-53.1115,3259,2860.2,2.5993,34.9146,2,34.9197,6,266.2,2,-999,9,11.73,6,13.72,6,0.05,6,1.01,6,0.71,6,1.736,2,1.344,2,2165.7,2,2310.5,2,7.728,2,25
  18HU20160430, AR07W,62,1,433277,7,2,20160508,1054,56.1098,-53.1115,3259,2700.6,2.8097,34.9187,2,34.921,2,264.3,2,281.6,2,11.4,6,13.76,6,0.03,6,1.02,6,0.51,6,1.71,2,1.197,2,2164.8,2,2310.6,2,7.727,2,25
  18HU20160430, AR07W,62,1,433278,8,2,20160508,1057,56.1098,-53.1115,3259,2520.3,2.9984,34.9211,2,34.9234,2,262.9,2,280,2,11.13,6,13.76,6,0.02,6,1.03,6,0.33,6,1.709,2,1.347,2,2162.6,2,2306.5,2,7.729,2,25
  18HU20160430, AR07W,62,1,433279,9,2,20160508,1101,56.1098,-53.1115,3259,2318.8,3.1682,34.9205,2,34.923,2,260.7,2,277.7,6,11.29,6,-999,9,0.04,6,1.04,6,0.39,6,1.623,2,1.094,2,2163.1,2,2302.4,2,7.73,2,25
  18HU20160430, AR07W,62,1,433280,10,2,20160508,1104,56.1098,-53.1115,3259,2098.9,3.3374,34.9221,2,34.9246,2,261.2,2,277.6,2,10.56,6,14.55,6,0.04,6,1.04,6,0.55,6,1.819,2,1.246,2,2166.2,2,2306.4,2,7.726,2,25
  18HU20160430, AR07W,62,1,433281,11,2,20160508,1109,56.1098,-53.1115,3259,1740.4,3.588,34.9158,2,34.9181,2,260,2,275.8,2,10.3,6,14.82,6,0.04,6,1.07,6,0.64,6,1.828,2,1.225,2,2166.1,2,2301.1,2,7.724,2,25
  18HU20160430, AR07W,62,1,433282,12,2,20160508,1111,56.1098,-53.1115,3259,1641.9,3.3891,34.8697,2,34.8711,2,273.9,2,291.4,2,8.96,6,14.72,6,0.04,6,1.05,6,0.72,6,2.215,2,1.981,2,2165,2,2303.5,2,7.721,2,25
  18HU20160430, AR07W,62,1,433283,13,2,20160508,1115,56.1098,-53.1115,3259,1400.1,3.2777,34.8488,2,34.8512,2,282.3,2,298,2,8.4,6,14.11,6,0.04,6,1.02,6,0.51,6,2.405,2,2.366,2,2162.9,2,2302.9,2,7.721,2,25
  18HU20160430, AR07W,62,1,433284,14,2,20160508,1119,56.1098,-53.1115,3259,1179.4,3.2601,34.8473,2,34.8509,2,283.5,2,301.2,2,8.23,6,14.51,6,0.04,6,1.01,6,0.54,6,2.369,2,2.386,2,2163.6,2,2304.5,2,7.719,2,25
  18HU20160430, AR07W,62,1,433285,15,2,20160508,1122,56.1098,-53.1115,3259,959.1,3.2393,34.8452,2,34.847,2,284.3,2,299.8,2,8.31,6,14.68,6,0.04,6,1,6,0.68,6,2.481,2,2.389,2,2166,2,2302,2,7.719,2,25
  18HU20160430, AR07W,62,1,433286,16,2,20160508,1125,56.1098,-53.1115,3259,759.3,3.2362,34.8434,2,34.8459,2,284.2,2,299.8,2,8.29,6,14.46,6,0.04,6,1.01,6,0.53,6,2.452,2,2.41,2,2165.7,2,2298.2,2,7.718,2,25
  18HU20160430, AR07W,62,1,433287,17,2,20160508,1128,56.1098,-53.1115,3259,579.8,3.2737,34.8459,2,34.8479,2,282.7,2,298.3,2,8.43,6,14.2,6,0.04,6,1.01,6,0.5,6,2.432,2,2.406,2,2161.1,2,2300.6,2,7.718,2,25
  18HU20160430, AR07W,62,1,433288,18,2,20160508,1131,56.1098,-53.1115,3259,430.7,3.2986,34.8451,2,34.8476,2,283.1,2,298.1,2,8.31,6,14.03,6,0.04,6,1.05,6,0.68,6,2.431,2,2.428,2,2165.2,2,2300.1,2,7.719,2,25
  18HU20160430, AR07W,62,1,433289,19,2,20160508,1133,56.1098,-53.1115,3259,298.7,3.3826,34.8496,2,34.8533,2,280.6,2,294.5,2,8.37,6,14.33,6,0.05,6,1.04,6,0.69,6,2.414,2,2.372,2,2162.6,2,2298.9,2,7.719,2,25
  18HU20160430, AR07W,62,1,433290,20,2,20160508,1135,56.1098,-53.1115,3259,201,3.5157,34.8564,2,34.8595,2,281.3,2,296.1,2,8.14,6,13.99,6,0.06,6,1.01,6,0.63,6,2.436,2,2.513,2,2160.8,2,2301.2,2,7.72,2,25
  18HU20160430, AR07W,62,1,433291,21,2,20160508,1136,56.1098,-53.1115,3259,100.9,3.3478,34.8077,2,34.8125,2,297.2,2,311.7,2,7.98,6,13.69,6,0.11,6,0.97,6,0.79,6,2.568,2,2.729,2,2159,2,2294.2,2,7.725,2,25
  18HU20160430, AR07W,62,1,433292,22,2,20160508,1137,56.1098,-53.1115,3259,51,3.2743,34.7211,2,34.7223,2,292.1,2,305.6,2,7.62,6,-999,9,0.12,6,0.94,6,0.7,6,2.55,2,2.771,2,2154.9,2,2295,2,7.727,2,25
  18HU20160430, AR07W,62,1,433293,23,2,20160508,1138,56.1098,-53.1115,3259,26.2,3.0383,34.5082,2,34.5069,2,316.6,2,332.6,2,7.12,6,-999,9,0.11,6,0.79,6,0.82,6,2.764,2,3.166,2,2135.7,2,2276.2,2,7.757,2,25
  18HU20160430, AR07W,62,1,433294,24,2,20160508,1139,56.1098,-53.1115,3259,2.3,3.1477,34.3667,2,34.3719,2,323.5,2,338.2,2,6.76,6,-999,9,0.11,6,0.72,6,0.6,6,2.767,2,3.123,2,2125,2,2271.9,2,7.774,2,25
  18HU20160430, AR07W,69,1,433295,1,2,20160508,1616,56.326,-52.8927,3438,1052.5,3.2595,34.849,2,-999,9,282.4,2,299.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433296,2,2,20160508,1623,56.326,-52.8927,3438,499.1,3.2045,34.8395,2,-999,9,286.3,2,300.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433297,3,2,20160508,1628,56.326,-52.8927,3438,200,3.2588,34.8323,2,-999,9,288.7,2,303,2,8.17,6,13.79,6,0.08,6,1.01,6,0.93,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433298,4,2,20160508,1629,56.326,-52.8927,3438,149.4,3.3178,34.8299,2,-999,9,288.1,2,303.2,2,8.14,6,13.73,6,0.11,6,1.01,6,1.07,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433299,5,2,20160508,1630,56.326,-52.8927,3438,99.2,3.3108,34.8111,2,-999,9,301.3,2,317,2,8.05,6,13.16,6,0.1,6,0.97,6,0.76,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433300,6,2,20160508,1631,56.326,-52.8927,3438,79.4,3.3605,34.8088,2,-999,9,302.3,2,-999,9,8.01,6,13.1,6,0.09,6,0.96,6,0.67,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433301,7,2,20160508,1632,56.326,-52.8927,3438,59.1,3.4033,34.7984,2,-999,9,303.7,2,317.9,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433302,8,2,20160508,1632,56.326,-52.8927,3438,58.8,3.3995,34.7986,2,-999,9,303.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433303,9,2,20160508,1632,56.326,-52.8927,3438,58.9,3.4011,34.7989,2,-999,9,304.9,2,-999,9,7.96,6,12.95,6,0.1,6,0.93,6,0.81,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433304,10,2,20160508,1632,56.326,-52.8927,3438,49.4,3.465,34.7879,2,-999,9,305.4,2,-999,9,7.89,6,12.89,6,0.09,6,0.93,6,0.7,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433305,11,2,20160508,1633,56.326,-52.8927,3438,39.4,3.577,34.7701,2,-999,9,309.9,2,324.4,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433306,12,2,20160508,1633,56.326,-52.8927,3438,39.3,3.5755,34.7704,2,-999,9,309,2,-999,9,7.75,6,12.23,6,0.11,6,0.9,6,0.78,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433307,13,2,20160508,1634,56.326,-52.8927,3438,29.7,3.6254,34.7481,2,-999,9,312.6,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433308,14,2,20160508,1634,56.326,-52.8927,3438,29.6,3.6256,34.7483,2,-999,9,313.1,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433309,15,2,20160508,1634,56.326,-52.8927,3438,30.1,3.6262,34.7487,2,-999,9,312.7,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433310,16,2,20160508,1634,56.326,-52.8927,3438,30.5,3.6264,34.7488,2,-999,9,312.7,2,-999,9,7.67,6,11.89,6,0.09,6,0.88,6,0.63,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433311,17,2,20160508,1634,56.326,-52.8927,3438,19.7,3.5342,34.5964,2,-999,9,319.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433312,18,2,20160508,1634,56.326,-52.8927,3438,19.3,3.5425,34.6117,2,-999,9,320.3,2,-999,9,7.4,6,10.6,6,0.11,6,0.79,6,0.72,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433313,19,2,20160508,1635,56.326,-52.8927,3438,9.9,3.5456,34.5876,2,-999,9,320.3,2,335.8,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433314,20,2,20160508,1635,56.326,-52.8927,3438,9.8,3.5473,34.5866,2,-999,9,320.5,2,-999,9,7.31,6,10.18,6,0.11,6,0.78,6,0.62,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433315,21,2,20160508,1636,56.326,-52.8927,3438,2.1,3.5411,34.5837,2,-999,9,321,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433316,22,2,20160508,1636,56.326,-52.8927,3438,1.3,3.5417,34.5827,2,-999,9,321.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433317,23,2,20160508,1636,56.326,-52.8927,3438,1,3.5412,34.5837,2,-999,9,321.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,69,1,433318,24,2,20160508,1636,56.326,-52.8927,3438,2.1,3.5403,34.5837,2,-999,9,321.8,2,-999,9,7.32,6,10.19,6,0.11,6,0.79,6,0.73,6,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,77,1,433319,1,2,20160508,2049,56.537,-52.6722,3419,3537.2,1.7775,34.9011,2,34.904,2,276.6,2,296.2,2,9.74,6,12.44,6,0.05,6,0.94,6,0.81,6,2.114,2,1.956,2,2168.6,2,2301.5,2,7.715,2,25
  18HU20160430, AR07W,77,1,433320,2,2,20160508,2050,56.537,-52.6722,3419,3459.4,2.0471,34.9007,2,34.9039,2,273.2,2,292.1,2,10.72,6,12.7,6,0.01,6,0.97,6,0.45,6,1.937,2,1.71,2,2167.2,2,2306.3,2,7.716,2,25
  18HU20160430, AR07W,77,1,433321,3,2,20160508,2052,56.537,-52.6722,3419,3380.8,2.2567,34.9038,2,34.9053,2,265.9,2,283.8,2,14.07,6,14.22,6,0.01,6,1.03,6,0.47,6,1.595,2,1.245,2,2169.2,2,2307.3,2,7.725,2,25
  18HU20160430, AR07W,77,1,433322,4,2,20160508,2054,56.537,-52.6722,3419,3281.5,2.3025,34.9053,2,34.9072,2,264.1,2,282.8,2,14.44,6,14.41,6,0.03,6,1.03,6,0.67,6,1.581,2,1.177,2,2169.2,2,2304.5,2,7.728,2,25
  18HU20160430, AR07W,77,1,433323,5,2,20160508,2056,56.537,-52.6722,3419,3160,2.3377,34.9068,2,34.9085,2,264,2,282.1,2,14.6,6,14.65,6,0.02,6,1.05,6,0.42,6,1.547,2,1.037,2,2169,2,2311.5,2,7.726,2,25
  18HU20160430, AR07W,77,1,433324,6,2,20160508,2058,56.537,-52.6722,3419,3030.8,2.4804,34.911,2,34.9121,2,266,2,284.2,6,12.07,6,13.6,6,0.02,6,1.02,6,0.59,6,1.694,2,1.29,2,2166.7,2,2306.6,2,7.726,2,25
  18HU20160430, AR07W,77,1,433325,7,2,20160508,2100,56.537,-52.6722,3419,2859.8,2.7306,34.921,2,34.9235,6,262.4,2,279.7,2,12.7,6,13.82,6,0.03,6,1.03,6,0.56,6,1.521,2,1.1,2,2164.8,2,2311.8,2,7.731,2,25
  18HU20160430, AR07W,77,1,433326,8,2,20160508,2104,56.537,-52.6722,3419,2660.3,2.949,34.9229,2,34.9269,2,261.1,2,278.2,2,12.11,6,14.56,6,0.01,6,1.05,6,0.48,6,1.526,2,1.059,2,2164.9,2,2310.6,2,7.734,2,25
  18HU20160430, AR07W,77,1,433327,9,2,20160508,2107,56.537,-52.6722,3419,2441.9,3.1309,34.921,2,34.9234,2,260.7,2,277.7,2,11.39,6,14.61,6,0.01,6,1.05,6,0.58,6,1.597,2,1.089,2,2164.1,2,2306.1,2,7.733,2,25
  18HU20160430, AR07W,77,1,433328,10,2,20160508,2111,56.537,-52.6722,3419,2211.1,3.3177,34.921,2,34.9225,2,259.1,2,275.7,2,11.17,6,14.83,6,0.01,6,1.08,6,0.68,6,1.621,2,1.008,2,2165.3,2,2308.3,2,7.732,2,25
  18HU20160430, AR07W,77,1,433329,11,2,20160508,2115,56.537,-52.6722,3419,1970,3.5471,34.9221,2,34.9252,2,258.1,2,274.3,2,10.75,6,15,6,0.01,2,1.07,6,0.61,6,1.711,2,1.12,2,2166.7,2,2303.6,2,7.725,2,25
  18HU20160430, AR07W,77,1,433330,12,2,20160508,2118,56.537,-52.6722,3419,1730.3,3.3826,34.8669,2,34.8691,2,275,2,291.8,2,8.88,6,14.34,6,-999,0,1.04,6,0.58,6,2.252,2,2.206,2,2163,2,2301.2,2,7.722,2,25
  18HU20160430, AR07W,77,1,433331,13,2,20160508,2122,56.537,-52.6722,3419,1500.7,3.2767,34.8479,2,34.8501,2,282.5,2,299.5,2,8.35,6,14.08,6,0.01,6,1.02,6,0.49,6,2.43,2,2.503,2,2165.1,2,2304.5,2,7.719,2,25
  18HU20160430, AR07W,77,1,433332,14,2,20160508,2126,56.537,-52.6722,3419,1280.1,3.2586,34.8471,2,34.8488,2,283.5,2,299.7,2,8.36,6,14.58,6,0.02,6,1.01,6,0.6,6,2.428,2,2.552,2,2163.6,2,2300.1,2,7.723,2,25
  18HU20160430, AR07W,77,1,433333,15,2,20160508,2129,56.537,-52.6722,3419,1070.9,3.2471,34.8468,2,34.849,2,283.7,2,299.7,2,8.48,6,14.16,6,0.04,6,1.02,6,0.68,6,2.399,2,2.548,2,2164.5,2,2302.4,2,7.721,2,25
  18HU20160430, AR07W,77,1,433334,16,2,20160508,2132,56.537,-52.6722,3419,871.6,3.2547,34.8485,2,34.8518,6,284.2,2,299.8,2,8.3,6,14.06,6,0.03,6,1.02,6,0.88,6,2.453,2,2.626,2,2165.2,2,2300.8,2,7.719,2,25
  18HU20160430, AR07W,77,1,433335,17,2,20160508,2135,56.537,-52.6722,3419,680,3.2449,34.8468,2,34.8491,2,283.7,2,299.3,2,8.38,6,13.92,6,0.02,6,1.04,6,0.42,6,2.446,2,2.43,2,2163.8,2,2301.2,2,7.736,3,25
  18HU20160430, AR07W,77,1,433336,18,2,20160508,2138,56.537,-52.6722,3419,510.5,3.2741,34.8489,2,34.8519,2,283.3,2,297.5,2,8.44,6,12.71,3,0.03,6,1.03,6,0.48,6,2.408,2,2.349,2,2164.3,2,2301.2,2,7.716,2,25
  18HU20160430, AR07W,77,1,433337,19,2,20160508,2141,56.537,-52.6722,3419,360.8,3.2627,34.8448,2,34.8471,2,284.6,2,298.8,2,8.35,6,14.13,6,0.04,6,1.02,6,0.69,6,2.426,2,2.493,2,2166,2,2305.2,2,7.718,2,25
  18HU20160430, AR07W,77,1,433338,20,2,20160508,2143,56.537,-52.6722,3419,220.9,3.3032,34.8432,2,34.847,2,287.5,2,301.4,2,8.03,6,14.36,6,0.06,6,1.01,6,0.43,6,2.482,2,2.772,2,2164.3,2,2301.1,2,7.725,2,25
  18HU20160430, AR07W,77,1,433339,21,2,20160508,2146,56.537,-52.6722,3419,100.2,3.3385,34.822,2,34.8249,2,293.6,2,307.5,2,8.02,6,14.12,6,0.1,6,1,6,0.71,6,2.535,2,2.83,2,2163.7,2,2297.3,2,7.726,2,25
  18HU20160430, AR07W,77,1,433340,22,2,20160508,2147,56.537,-52.6722,3419,51.3,3.4402,34.8037,2,-999,9,306.4,2,321.4,2,7.86,6,13.12,6,0.11,6,0.91,6,0.81,6,2.619,2,3.053,2,2156.1,2,2298.6,2,7.74,2,25
  18HU20160430, AR07W,77,1,433341,23,2,20160508,2148,56.537,-52.6722,3419,25.5,3.8453,34.7701,2,-999,9,313.9,2,329.2,2,7.74,6,11.92,6,0.1,6,0.88,6,0.68,6,2.651,2,3.116,2,2149.3,2,2291.7,2,7.758,2,25
  18HU20160430, AR07W,77,1,433342,24,2,20160508,2149,56.537,-52.6722,3419,2.1,3.8482,34.7695,2,-999,9,315.4,2,329.9,2,7.81,6,11.91,6,0.1,6,0.86,6,0.72,6,2.654,2,3.135,2,2149.6,2,2291.2,2,7.76,2,25
  18HU20160430, AR07W,82,1,433343,1,2,20160509,323,56.8488,-52.3802,3442,3199.4,2.4215,34.9093,2,-999,9,266.5,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,82,1,433344,2,2,20160509,341,56.8488,-52.3802,3442,1958.8,3.5399,34.9018,2,-999,9,266.3,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999
  18HU20160430, AR07W,85,1,433345,1,2,20160509,647,56.957,-52.2368,3439,3561.7,1.7371,34.9017,2,34.9029,2,276.8,2,294.9,2,10.19,6,13.76,6,0.06,6,0.96,6,0.76,6,2.222,2,1.948,2,2168.8,2,2306.5,2,7.716,2,25
  18HU20160430, AR07W,85,1,433346,2,2,20160509,648,56.957,-52.2368,3439,3490.5,1.8462,34.9013,2,34.9035,2,275.8,2,296,2,9.92,6,13.54,6,0.04,6,0.96,6,0.76,6,2.129,2,1.867,2,2166.5,2,2304.3,2,7.719,2,25
  18HU20160430, AR07W,85,1,433347,3,2,20160509,650,56.957,-52.2368,3439,3397.7,2.0998,34.9034,2,34.9056,6,272.3,2,290.8,2,10.94,6,13.93,6,0.06,6,0.99,6,0.49,6,1.944,2,1.57,2,2166.7,2,2306.1,2,7.721,2,25
  18HU20160430, AR07W,85,1,433348,4,2,20160509,652,56.957,-52.2368,3439,3290.8,2.3263,34.907,2,34.909,2,266.7,2,285.2,6,13.02,6,14.6,6,0.05,6,1.03,6,0.67,6,1.763,2,1.304,2,2167.1,2,2308,2,7.728,2,25
  18HU20160430, AR07W,85,1,433349,5,2,20160509,654,56.957,-52.2368,3439,3169,2.5431,34.9142,2,34.9163,2,263.4,2,281.5,2,13.39,6,14.95,6,0.05,6,1.05,6,0.45,6,1.589,2,1.134,2,2166.8,2,2307,2,7.732,2,25
  18HU20160430, AR07W,85,1,433350,6,2,20160509,657,56.957,-52.2368,3439,3030.5,2.7068,34.9185,2,34.9206,2,263.8,2,282.1,2,12.05,6,14.91,6,0.07,6,1.04,6,0.79,6,1.674,2,1.273,2,2165.3,2,2309.1,2,7.732,2,25
  18HU20160430, AR07W,85,1,433351,7,2,20160509,700,56.957,-52.2368,3439,2868.9,2.8817,34.9239,2,34.926,2,261.6,2,278.9,2,12.2,6,15.02,6,0.03,6,1.06,6,0.54,6,1.594,2,1.093,2,2163.6,2,2308.9,2,7.734,2,25
  18HU20160430, AR07W,85,1,433352,8,2,20160509,703,56.957,-52.2368,3439,2682.3,3.043,34.9216,2,34.9244,2,261.2,2,278.3,2,11.51,6,15.11,6,0.06,6,1.06,6,0.62,6,1.652,2,1.191,2,2163.8,2,2303.5,2,7.732,2,25
  18HU20160430, AR07W,85,1,433353,9,2,20160509,706,56.957,-52.2368,3439,2471,3.2242,34.9218,2,34.9226,2,260,2,277,2,11.31,6,15.47,6,0.07,6,1.07,6,0.6,6,1.67,2,1.096,2,2163.9,2,2306.1,2,7.743,3,25
  18HU20160430, AR07W,85,1,433354,10,2,20160509,709,56.957,-52.2368,3439,2250.2,3.4235,34.9231,2,34.9247,2,258.7,2,275.1,2,10.95,6,15.44,6,0.05,6,1.08,6,0.56,6,1.728,2,1.101,2,2164.4,2,2304.1,2,7.729,2,25
  18HU20160430, AR07W,85,1,433355,11,2,20160509,713,56.957,-52.2368,3439,2010.4,3.6034,34.9214,2,34.9229,2,258.4,2,274.4,2,10.59,6,15.81,6,0.06,6,1.09,6,0.73,6,1.799,2,1.33,2,2165.7,2,2306,2,7.726,2,25
  18HU20160430, AR07W,85,1,433356,12,2,20160509,717,56.957,-52.2368,3439,1771.7,3.309,34.8546,2,34.856,2,279.1,2,297.1,2,8.59,6,14.85,6,0.05,6,1.04,6,0.45,6,2.41,2,2.433,2,2164.1,2,2299.3,2,7.719,2,25
