"","Epi","Meso","Bathy"
"1",0,0.00205922944559694,0.00153638622940486
"2",0.00134143845951801,9.06443088311004e-05,0.00896478386979072
"3",0.0037305537619165,0,0.00157878321202176
"4",0.00398014990022744,0.00214847967085341,0.00109408836496727
"5",0.00701588423550159,0,0.00182960319223313
