"","NMDS1","NMDS2","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"148",-0.392314776058696,-0.749902419742024,1,1,1,-1,-1,-1,-1,1,1,-0.73806623587201,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"149",0.937191717138372,0.750851401424668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"150",-0.975777212594677,0.565711946560566,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"151",-1.06582331695243,0.607535799677986,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"152",0.409462477377233,-2.02810242973786,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"153",-0.784799609456374,-0.427734775527275,1,-1,-1,0.0705287294203548,-0.170726043784449,0.106036435626399,0.104242583917898,0.438742122095712,1,-1,-1,-1,-0.825766751501164,-1,-1,-1,1,-1,-1,-1,-0.797909356637826,-1,-1,-1
"154",-1.08212729783481,1.11513514814373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"155",-1.18635316354466,1.15573644857935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"156",-0.307348604919348,-0.952332563785767,1,1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
"157",-1.07639438111807,-0.340751100550317,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
"158",0.450688184688688,-1.95597116553636,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
"159",-0.706168309455833,1.15331394510819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"160",1.24248840901945,-0.398832462266062,0,0,0,0,0,0,0,0,1,-0.961614468315059,-0.923457453039042,-1,-1,-1,-1,-1,1,-0.970803307439544,-0.959758197216678,-1,-0.959407687360151,-1,-1,-1
"161",0.696009112417064,-1.08809046123633,0,0,0,0,0,0,0,0,1,-1,-0.977048575010885,-1,-0.963813112364112,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"162",-0.894402077609355,0.833018520727229,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"163",-0.978888647622543,0.169859376410905,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
"164",0.725045654879616,0.466030374269116,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
"165",-0.606181954212304,-0.605103448445888,1,-1,-1,-0.333014171884977,-0.500643310556416,-0.113851464181429,-0.638102716936729,-0.590398381936686,1,-0.870128394125975,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"166",-0.452843574632009,0.474744702403422,0,0,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,1,1
"167",-0.53099802602685,-1.08420777399152,1,-0.842372770385923,-0.915780978943269,-0.986512397885846,-0.995407550393339,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"168",-0.53489951064782,-0.0404333245246025,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0
"169",-0.829865189131048,-0.385327414359344,1,-0.416175005580683,-0.0633575487397894,-1,-1,-1,-0.797742818629555,-0.0801132663091843,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"170",-1.0695959378332,0.783013821418329,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1
"171",-0.0607273078505989,-0.954363977367484,1,0.718208933613922,1,-1,-1,-1,-1,-1,1,-1,-0.90331205258599,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"172",0.434594622796394,0.637732986062708,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1
"173",-0.270818339202738,-0.908030896343857,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"174",1.02320555744321,0.410456160719729,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0
"175",-0.326610916557656,-1.29692140582873,1,-0.807845427992717,-0.946175926633979,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"176",-0.631118291995335,-0.619972480711999,1,0.520802455409578,1,-1,-0.820337200539108,0.179264091174072,0.357867623104468,-0.407888569687622,1,-0.963748975768724,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"177",0.538587370914224,0.409565818946502,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"178",-0.949191018037819,-0.576827960676656,1,-1,-0.225591622186475,-0.636805189343101,-0.431468814844593,0.118990199557315,-0.44139855394055,-0.493314172593904,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"179",-1.09731931613486,-0.261194774569136,1,-1,-1,-0.580377307862949,-0.10166584026554,0.345299133627563,0.214399067309587,0.656580260590397,1,-1,-1,-1,-1,-1,-1,-0.0436983355162189,1,-1,-1,-1,-1,-1,-1,0.116540351715006
"180",0.914844575941928,-1.1766362872655,0,0,0,0,0,0,0,0,1,-0.918315747179054,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"181",-0.912336893171303,0.779609870804923,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"182",-0.854860380242583,1.12010470439534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"183",-1.10271977753758,-0.461755082259283,1,-1,-1,-0.682267046131804,-0.277446159376862,0.210437339481461,-0.109517709741219,0.243199026530818,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"184",-0.652238337566092,-0.368012572958074,1,-1,-0.0566779794982156,-0.604914568362922,-0.304094283781084,-0.0148490275748215,-0.503432812785509,-0.695808100831867,1,-0.806589839575511,-1,-1,-1,-0.514566152352635,-0.822133393164692,-1,1,-1,-1,-1,-1,-1,-1,-1
"185",-0.289896562569639,-1.31795945267249,1,-0.673902087059957,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"186",-0.472292237654255,-0.659949715088133,1,1,1,-1,-0.663242622216574,0.0537874766050459,-0.871689620454618,-0.843872100914895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"187",-0.941352713531944,-0.284262845301288,0,1,0,1,1,1,1,1,1,-1,-1,-1,-1,-0.658948688885346,-1,-0.675689000740284,1,-1,-1,-1,-1,-1,-1,-1
"188",0.150042084655272,0.455903125519417,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0
"189",-0.644114609534952,0.0379912572752082,1,-1,0.059383773038782,-0.153157510932776,1,1,-0.886870311022315,-1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
"190",-1.29071237582429,0.482309767784908,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"191",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192",-0.86163626591317,1.00305482854976,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"193",0.409176440193707,-2.02860289959033,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"194",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195",0.408828023131753,-2.02921251346447,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"196",-0.674286213535754,-1.51425709977819,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"197",-1.11697739894269,1.09748788978278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"198",0.535836741152455,0.568817763892425,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0
"199",0.405552142247249,-2.03494421450692,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"200",-0.545961359825923,-0.885520545987594,1,-0.622412631267189,0.332260551866539,-0.938567611051582,-0.896390886872343,-0.907475032205053,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"201",0.409514531317807,-2.02801135267005,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"202",-0.907403153855647,-0.6034720871082,1,-1,-0.0668784288893715,-0.677930006727926,-0.30545098356568,0.258021582154472,-0.654178283622136,-0.849632044152194,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"203",-0.785110905049522,0.902698434580315,1,-1,-1,-1,-1,-1,0.883879541048226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"204",-0.719649302890204,0.637676511043166,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
"205",-0.918465106595836,0.97462636221953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"206",-0.802550017991668,0.98857991551435,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"207",0.693728697694522,0.598702702003739,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
"208",-0.368189315144931,-0.12672464117934,1,1,1,-1,-0.875702716337354,0.142982182764509,-0.789809601430423,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"209",-0.682804471184477,0.658199796225053,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"210",-0.937139176554085,0.734178768972349,0,0,0,0,0,0,0,1,1,-1,-1,-1,-0.670942701236192,-0.394979054599801,1,1,1,-1,-1,-1,-1,-1,-1,1
"211",-0.984173461094033,-0.203770614722827,1,-1,0.442937251843601,-0.469952272971755,1,1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"212",0.210302269638485,0.311837548044011,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0
"213",-1.18635316354466,1.15573644857935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"214",-0.927984229649159,-0.568880929052341,1,-1,1,-0.435515291097358,-0.508707759506344,-0.0466385130160554,0.450187358516236,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"215",-0.172706678498571,-0.955591613563376,1,0.206754997023793,0.0913753528483132,-1,-1,-1,-1,-1,1,-0.822842202681892,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"216",-0.341848808846523,0.870927005540956,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
"217",-0.966740929444377,0.997631235046944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"218",-0.581361459254945,0.890344148689018,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,-1,-1,-1,-1,1,1,1
"219",0.895439117607768,0.342328096832378,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"220",-0.0136282748443435,0.771167636812642,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1
"221",-0.0942830618468052,-0.730139245420432,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"222",0.400317666548434,-2.04410280447931,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"223",0.454739004378761,0.418386772654093,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"224",0.866022884122087,-0.305758558644053,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-0.176660320060933,-1,-1,-1,-1
"225",-1.2542437459393,0.0496131685660967,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"226",-0.544508130851748,-0.167368793842367,1,-0.726461286475099,-0.764376453498037,-0.389792670170262,0.252789828634929,1,0.0430561911840085,0.504720809976198,1,-1,-1,-1,-1,-0.657629379404976,-0.610407396825675,-1,1,-0.666199083033147,-1,-1,-1,-1,-1,-0.548786681653738
"227",-1.03648162493139,-0.528626542411541,1,-1,-1,-0.426965980913919,-0.287421153050371,0.601653065440165,0.0388916676922621,-0.092698038304946,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"228",0.515338280268171,-0.3455321250674,1,-0.0647164718454754,1,-1,-1,-1,-1,-1,1,-0.9446847813687,-1,-0.757693017949347,-1,-0.990281757679251,-0.963664450488061,-1,1,-1,-0.893900506655474,-1,-1,-1,-1,-1
"229",-1.1803606427052,0.68724445237784,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"230",-0.547519018662589,-0.775169842240068,1,-1,0.188482507834053,-0.731072297523517,-0.877832317469895,-1,-1,-1,1,-1,-1,-1,-0.936948331268666,-1,-1,-0.880648888380524,1,-1,-1,-1,-1,-1,-1,-1
"231",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",0.399887295730438,0.365400452156287,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
"233",-0.176961859270035,-0.949733214573799,1,-0.761373782545117,0.549876362951175,-0.962356726080326,-1,-1,-1,-1,1,-1,-0.881872683313821,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"234",-0.448419263493028,-0.863111188855045,1,0.382584318121352,1,-1,-1,-1,-0.96281830886242,-0.963985123998442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",0.71978901265996,0.664706256487552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"236",-0.458435483901729,-0.816684117212562,1,0.795225317074788,1,-1,-0.932160034146718,-0.73452741241682,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",-1.14632671240927,-0.385570271837399,1,-1,-1,0.181223424999888,0.231533928782013,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
"238",-1.0353549078996,-0.522327842835915,1,-1,-1,-0.73972880753684,-0.173008375214279,0.356778876630992,-0.486866606714488,-0.519644820115368,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"239",-0.311544153466026,-1.30622979679048,1,-0.700589514726913,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"240",-1.046323668802,-0.520597668676695,1,-1,-1,-0.0518208538569699,0.192471173020323,-0.0276371064543322,0.165905904506856,0.824499632973019,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"241",-1.48013479024413,-0.0046167618943777,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",-0.741137517049098,0.967520526851384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"243",-0.36043017835451,-0.581332070700174,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"244",1.14908150036483,0.514843638767066,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,-0.00642303374780231,-0.582514641284888,-0.740498965793226
"245",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",-0.740491872464986,-0.7811655605343,1,-0.940297403280055,0.440553057737749,-0.0659726817396096,-0.500436203978087,-0.969585479241609,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"247",-0.189389952499423,0.784765820944166,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"248",0.406259739689742,-2.03370615453411,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"249",0.790309678345518,-1.22515369996949,0,0,0,0,0,0,0,0,1,-1,-0.954613264661395,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"250",-0.72124232735939,0.614842391069525,1,-0.00648584725421093,1,-1,-1,1,-1,-1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"251",-0.917775523515051,-0.216976134236183,1,-1,-1,-0.364069262447738,-0.419294251972894,-0.409866925210128,-0.0020696922721051,-0.245234272250896,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0.922743555821481,-1
"252",-1.06702951136029,-0.286468228253096,1,-1,-1,-0.557405608244039,-0.228974949266675,0.867895586244661,0.410681747771369,0.614484735035217,1,-1,-1,-1,-1,-1,-0.482585760578277,-1,1,-1,-1,-1,-1,-1,-1,-1
"253",-0.096033404946839,-1.47034869091052,1,-0.52311320682536,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"254",0.407949250781812,-2.03075007254302,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"255",-0.380136797075158,-1.20887785335229,1,-0.837319301767118,-0.799642226775101,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"256",-1.18635316354466,1.15573644857935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"257",-0.135310343221069,0.314380413076174,0,0,0,0,0,0,0,0,1,-1,-0.868868424341469,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
"258",0.712495052442034,0.936980792749242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"259",1.03994830410168,-0.96607897835048,0,0,0,0,0,0,0,0,1,-0.654775388776482,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"260",-0.795562038215756,-0.560016374831705,1,-1,0.430939898570431,-0.653384603097002,-0.364533239022688,-0.61071290460094,-0.592567661171827,-0.665910609607667,1,-1,-1,-1,-1,-0.831404074198395,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"261",-1.07077504488605,-0.33606172516886,1,-1,-1,0.362716831778798,0.0546329324011342,1,0.806037394121817,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1
"262",-1.20925190819434,0.441575685719869,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"263",-0.616111134795643,-0.039707448810381,1,-0.48319461827082,1,0.696712851907458,-1,-1,-0.209051070232934,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"264",-0.607514358801229,-0.395271701030339,1,-1,-1,-0.503405894102382,-0.156707762516013,0.312844611975757,-0.601124760397177,-0.080471112482701,1,-1,-1,0.170738501348672,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"265",-1.52191586859613,0.0559189755677009,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"266",0.405525377280589,-2.0349910442888,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"267",0.249535238201974,0.963044626867259,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"268",-1.16480937395101,1.12477147474583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"269",1.00749049932619,-0.888589174047832,0,0,0,0,0,0,0,0,1,-0.942466927907448,-0.915460347649907,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"270",-0.85494375111219,1.06036705931724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"271",1.68274108922847,0.133256588873746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.387650901399274,0.598369598868794,-1,-1,-1,-1,-1
"272",0.28305232561854,-1.05248588826992,1,-1,-1,-1,-1,-1,-1,-1,1,-0.869034209880761,-0.920526317766814,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"273",-0.855404378589071,1.04288505349165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"274",0.906514107625301,-1.13971159728244,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-0.978423136393913,-1,-1,-1,-1,-1
"275",1.06305724725013,-0.926713465578773,0,0,0,0,0,0,0,0,1,-0.797095254705746,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"276",0.407688921418954,-2.03120556226719,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"277",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278",0.405935941155643,-2.03427269417975,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"279",-0.310694322535166,-1.05225191712814,1,-0.222288230065139,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"280",-0.558123130729547,-0.744204341826784,1,0.478248267408441,1,-1,-0.652379447644399,-0.308504283102196,-0.921164341041932,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"281",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282",-1.50821749210704,-0.0104437628799646,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283",1.3050650873825,-0.141072946355978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"284",-0.301977408833322,-0.949715243968496,1,1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
"285",-0.526170496495765,1.16043435808203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"286",-0.695604240341251,-0.345148732296396,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,-1,-1,-1,-1,-1,-1,-1
"287",-0.191789832609338,0.317253417545865,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"288",-1.21404888842985,0.646108888149416,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"289",0.264290057813034,0.498136009278284,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"290",0.104549039147684,1.01188223384332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1
"291",-0.538053983348339,-0.987235309442174,1,0.107572599467163,-1,-0.249929127396821,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"292",0.844609359982184,0.0619596721974829,0,0,0,0,0,0,0,0,1,-1,-1,0.561912091777944,-1,-1,-1,-1,1,-1,-1,-0.72512917929339,-0.855399759940635,-1,-1,-1
"293",-1.01811395494795,-0.271267504921732,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294",-0.959390711297773,-0.580133505895867,0,0,0,1,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"295",-0.734881856448219,1.14805690896827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"296",0.0923399927259086,1.20747152404396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"297",1.04646087600166,-0.815599506090098,0,0,0,0,0,0,0,0,1,-0.902536644111714,-0.862514946498984,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"298",-1.15936240603254,0.783277477947408,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"299",-1.17153588317741,0.799446290953981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"300",-0.302890782253389,-1.1761972884398,1,-0.350393096779522,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
"301",0.33560997286483,0.885603533853533,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"302",-0.385886706041548,-0.967039909013112,1,-0.299484629572763,0.757743737015306,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",0.427448160505286,-1.99663347150379,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"304",-0.734881856448219,1.14805690896827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"305",-0.746617785069853,1.03023039199036,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"306",0.174214059811012,0.535078353380501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"307",-0.412064735171725,-0.875051895162118,1,-0.701790205560347,-0.115463804803031,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-0.16564016794426,-1
"308",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",0.071393446915177,-0.991541664527997,1,-0.142265214196793,-0.100170864881069,-1,-1,-1,-1,-1,1,-0.837991734179632,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"310",-1.1921056124018,-0.259213527737866,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311",0.39583384304514,-2.05194800299357,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
