"","NMDS1","NMDS2","Epi0","Epi4","Epi7","Epi16","Epi21","Epi31","Epi92","Epi183","Meso0","Meso4","Meso7","Meso16","Meso21","Meso31","Meso92","Meso183","Bathy0","Bathy4","Bathy7","Bathy16","Bathy21","Bathy31","Bathy92","Bathy183"
"49",-0.903690631912733,1.08265720922382,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"50",0.0803969848203638,0.392666474508284,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,-1,-1,1,1,1,1,1
"51",-0.812338163948848,1.06546172580441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
"52",1.1510155906594,-0.6276978515648,0,0,0,0,0,0,0,0,1,-0.936579424740123,-0.976255255672637,-1,-0.991711591133794,-1,-1,-1,1,-0.989893545549098,-0.990928667063345,-1,-1,-1,-1,-1
"53",1.03060846903861,0.707179883980787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
"54",-0.159772669075013,-0.669434655668648,1,1,1,-1,-1,-1,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"55",-0.339481654707993,0.681131430257689,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
"56",-1.02181916480267,0.826689084522363,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,1
"57",0.990978656809475,0.729551996389851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"58",-0.682624760763677,-0.205085406703296,1,-0.728494901480275,-0.322178664285256,-0.675020191030358,-0.244491017153217,0.234973918127435,-0.467891695312801,-0.507482110786014,1,-1,-0.835484979911235,-1,0.463015084570196,-1,-0.734597643802355,-0.715289151508645,1,-1,-1,-1,-1,-1,0.319718076395716,0.168195957638064
"59",-0.468802418009839,-0.876505691274407,1,0.19420352783976,1,-0.200842625050509,-0.86624406938449,-1,-1,-1,1,-1,-0.979749694716268,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"60",-0.804709532450203,1.04837309190814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"61",-1.17268995308964,0.671954253474911,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"62",-1.03642182860349,1.05200883592465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"63",0.400939279576087,0.469788985699563,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"64",-0.921012211637152,0.948509656186318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"65",1.06891710146074,-0.141259997079675,0,0,0,0,0,0,0,0,1,-0.929627235675653,-1,-0.657136597482435,-1,-1,-1,-1,1,-0.937750189244498,-1,-0.890480073415378,-0.923180362156016,-1,-1,-1
"66",-0.548276438610762,0.464552189707871,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"67",-0.0800390122912309,0.273196655097939,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-1,0,0,1,1,1,1,1,1
"68",-0.857470166903333,-0.630857226446911,1,-0.730924881012788,-1,-0.590938465582986,-0.342703601477131,0.251287495217206,-0.549582712005087,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"69",0.606937740588658,0.384041993610397,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"70",-0.332888330816561,0.468251230809088,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"71",-0.420599550591482,-1.09090578882368,1,-0.726735416911244,-0.621213160163541,-0.998318221783507,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"72",-0.737991975569406,0.980330033164524,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-0.357064891732171,0,0,0,0,0,0,1,1
"73",0.206098755936794,-0.286488886067553,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,0,0,0,0
"74",-1.47821037388209,0.0966161105737826,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"75",-1.11425500957746,-0.32018159438839,1,-1,-1,-0.435581596144013,-0.00466956375711891,0.997389101554736,0.229326508356478,0.421766016668852,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-0.118401647175909
"76",-0.589055448830074,-0.251669965051749,1,0.0174645707230993,1,-0.538233806702483,0.34916509759123,0.670699989612317,-0.806524274231436,-0.814511923506416,1,-1,-1,-1,-1,-1,-0.229293335590903,-0.82089164898622,1,-1,-0.920080634068857,-0.482950813123516,-0.654723292095403,-0.831880984279208,0.571308301668717,0.458134966855344
"77",-0.645878118639389,0.636174054447155,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"78",-0.851502095504864,1.15194224753724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"79",-0.168537940755388,0.0135631788234056,1,1,1,-0.700078893985549,0.140762730508921,1,1,-0.00389663538199204,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"80",-0.0504565494356102,0.142420491744825,0,0,1,1,1,1,1,0,1,-0.776739709672297,-0.247833677022147,1,1,1,-0.0244215929907628,-0.842820505619785,1,-1,-1,-1,-1,1,-1,1
"81",-1.08469615631335,0.928384064600136,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,1
"82",0.0698704757682015,0.261425279792844,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0
"83",0.241693049886979,0.528246094138591,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1
"84",-0.295039050437059,-0.445327185253859,1,0.387506691298325,1,-0.741463327981681,-0.0956758996904624,0.169397164670222,-1,-0.939661529975949,1,-1,-0.837011501091669,0.110714748156388,0.529372065799394,-0.336868663884985,-1,-1,1,-1,-1,-1,-0.638103717104401,-1,-1,-1
"85",0.953503696889105,-0.326761164857088,1,-1,-1,-1,-1,-1,-1,-1,1,-0.98487237812929,-1,-1,-0.745216506502145,-0.97873801840233,-1,-1,1,-0.970262279719018,-0.922983246021619,-1,-1,-1,-1,-1
"86",0.403548580355184,1.00795144468119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"87",1.15471882067507,-0.34718885692059,0,0,0,0,0,0,0,0,1,-0.87333429941322,-0.834587831030961,-1,-0.78828534546816,-1,-1,-1,1,-1,-0.916204409910528,-1,-1,-1,-1,-1
"88",-0.941141139870952,0.779302405408972,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1
"89",-0.59103980922123,1.15815774773506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"90",-0.600300641172586,1.15603813310538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"91",-0.218857436105963,-0.523343198617998,1,0.801828024347605,1,-0.959346263876113,-0.800749452046967,-0.716290866943966,-1,-1,1,-1,-0.877632671690973,1,1,-0.120979262554727,-1,-1,0,0,0,1,1,0,0,0
"92",-1.00643569230614,0.510585570484623,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"93",-0.980996706656531,0.16683766031861,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
"94",0.164094629616681,0.167678237439499,1,1,1,1,1,-1,-1,-1,1,-0.740267236813478,-0.693481913064559,1,1,0.740210202505965,-0.47830637270559,-1,0,0,0,1,1,1,1,0
"95",-0.918065932919508,-0.601257936149103,1,-1,-0.0140324683955149,-0.660557432309762,-0.253838100805769,-0.409749553945766,-0.560124744585999,-0.676701103116607,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"96",-0.360506911128038,-1.00704600280855,1,-0.26298337420761,0.262200055582319,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"97",-0.618727990008143,1.15494531490629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"98",-1.13248235501058,-0.426877074710141,1,-1,-1,-0.477542874802502,-0.119241314479289,0.64309406769503,0.00261428700549676,0.165963620666472,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1
"99",-0.789250034462299,-0.387582779259513,1,-0.872707721675603,-0.259514062082523,-0.623646250792709,-0.500498540231652,0.0353816921091024,-0.614983369821146,-0.737022227271562,1,-1,-1,-1,-1,-0.868014634373139,-0.817383847797955,-1,1,-1,-1,-1,-1,-1,-1,-0.878039063310129
"100",-0.668614270910525,-0.438745858729877,1,-1,1,0.894957136143201,1,1,1,1,1,-1,-0.877756626419347,-1,-1,-0.87225842646925,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"101",-1.0883429828404,0.517117325275559,1,-0.382733987897087,-0.407903696062589,-1,-0.104149377229641,0.690550053310896,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"102",1.04572389424956,-0.815351817443196,0,0,0,0,0,0,0,0,1,-0.93461895849944,-0.90185649596646,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"103",0.127916559980293,-0.186245766554297,1,1,1,-0.92188454020079,0.277212028235909,1,1,0.126187814594339,1,1,-0.66364966326691,1,1,1,-1,-1,1,-0.538326215010582,1,0.043234826681663,1,-0.576825322050997,0.560641818403102,-0.506728180147725
"104",-1.14629013604397,0.527380289105895,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"105",0.59263851941702,0.373733582246228,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"106",-0.727510757772109,-0.62199405915363,1,-1,0.2594773491301,-0.627617971954204,-0.744176260411059,0.274294297969364,-0.0516987152659931,0.0999050018776565,1,-1,-0.967823358782609,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"107",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0.399571808476339,1.02007864422839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"109",-1.20599951616764,0.382487210154766,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"110",-0.894671230848629,-0.203021957233132,1,-0.758209976715239,-0.148286876965584,-0.463215962688741,-0.0536400883399506,0.666312090642667,0.261917120122988,0.323134876363902,1,-1,-1,-1,-1,-1,-1,-0.203549057384559,1,-1,-1,-1,-1,-1,0.0154119498561571,-0.0424753302089099
"111",0.400843289917738,-2.04318313855738,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"112",-0.403806303141933,-1.11796829308483,1,-0.805140676044897,-0.477388453509092,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"113",-0.925430875764428,0.353213631341226,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1
"114",-0.107340673129915,-0.189792623045594,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"115",-1.0840305365242,0.896779037290578,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"116",1.12123810532079,-0.311775261396238,0,0,0,0,0,0,0,0,1,-0.95354942771786,-0.932296997161488,-0.926558476692454,-0.857155810057143,-1,-1,-1,1,-0.979497018097597,-0.968471871684,-1,-1,-1,-1,-1
"117",-0.399431230760599,-0.41124236586077,1,-0.374932266270848,-1,-0.423699090816306,-0.874661524605225,-1,-0.925372459286729,-1,1,-1,-1,-0.903939426642126,-1,-1,-0.971190151518947,-0.935459592675452,1,-1,-1,-1,-0.703188701850492,-0.94682578634923,-1,-1
"118",-0.276716254076101,0.719801851827732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"119",-0.0831637427130621,0.516176630233967,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,-0.960469330884454,-1,-1,-1,-0.721017233964694,-0.818905642045966,-1
"120",-0.604603363631422,1.15578296382136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"121",-0.834755036998228,0.991223212907684,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,1
"122",-0.574164409387862,1.15758812002997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"123",-0.583506471896665,1.10550852751526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1,1
"124",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",-0.362722974991818,-0.891457528174128,1,-0.249390008234512,-0.246264853825474,-0.754389547010439,-0.925489668587823,-1,-1,-1,1,-0.873362331109365,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"126",0.156255982799865,0.287929599099627,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
"127",-0.573391439916504,-0.341357619280535,1,-0.748499295319104,0.269773449600851,-0.407518118026503,-0.263396885024162,0.295355333917595,-0.327518939529187,-0.388645727822935,1,-1,-0.927612541532137,-1,-1,-1,-0.932960543909822,-1,1,-1,-1,-1,-1,-0.789682792302488,-1,-1
"128",-0.532427755894902,-0.0716648114487636,1,-0.4384011249641,0.0466929423904429,-0.32173228561675,0.0242438249268846,0.536713907842969,-0.0642291342730871,0.374898888626945,1,-0.894877011681424,-1,-1,-0.671852928786605,-0.899442107295756,-0.814646251913171,-0.578305209086756,1,-1,-1,-1,-0.520413020852798,-1,-0.440300734048912,-0.582521776251958
"129",-0.38767043887376,0.290612202950916,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
"130",-0.462519573609559,-0.0901845860471439,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"131",1.0529937999707,-0.575254330688493,0,0,0,0,0,0,0,0,1,-0.920903643512371,-1,-0.885659193899899,-1,-1,-1,-1,1,-0.9773333776321,-1,-1,-1,-1,-1,-1
"132",-0.186978407065082,0.211754212456655,0,0,1,1,1,1,0,0,1,-1,-0.198240910159975,1,0.676055480490362,1,1,-1,1,-1,-1,-1,-1,1,-0.157726031742174,-1
"133",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",0.191184740051135,-0.66940209101745,1,-0.81380660388099,0.11498277115282,-1,-1,-1,-1,-1,1,-0.96639710322833,-1,-1,-0.677914303138092,-1,-1,-1,1,-1,-1,-1,-0.644362318412565,-1,-1,-1
"135",1.20528614779499,-0.585592364491436,0,0,0,0,0,0,0,0,1,-0.906268004223977,-0.964237538593272,-1,-1,-1,-1,-1,1,-1,-0.948351922794293,-1,-1,-1,-1,-1
"136",0.142144760592891,0.434050478060387,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1
"137",-1.08353588638203,0.612873561339862,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0.204564076291831,1,1,-1,-1,-1,-1,-1,-0.33258897136779,1
"138",-0.15142912130729,0.620154900420344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"139",-0.790778391206467,0.557924119248808,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
"140",-1.10369929466356,0.694757508105384,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,-1,1
"141",1.33575778133877,-0.400788344598467,0,0,0,0,0,0,0,0,1,-0.906828997952709,-0.952914026547807,-1,-1,-1,-1,-1,1,-0.938238275804858,-0.935366272716007,-1,-1,-1,-1,-1
"142",0.407841235850236,-2.03093906271627,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"143",-1.03819252440907,0.981830301280341,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"144",-0.828237325150129,-0.560396245301427,1,0.22455492889666,1,-0.916074164121912,-0.786256089811493,-0.300219492129623,0.351359670078357,0.29212800042897,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"145",0.618430365878821,-0.243659624178864,0,1,1,0,0,0,0,0,1,-1,-0.816094291967085,-0.0943658514979673,-0.671138174790618,-0.929860185255611,-1,-1,1,-0.962344137603554,-0.863113725011948,-1,-1,-1,-1,-1
"146",-1.38356106868761,-0.331118131811169,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
"147",-0.224079173881437,-0.98266540213435,1,-0.714508520866717,-0.774303245631324,-1,-0.99644419286957,-1,-1,-1,1,-0.958951885787527,-1,-0.866487939245043,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1
